case_id,person_token,role,district,year
SYN-C-00822,PT-8e0b3824c6b9,victim,Bengaluru Urban,2023
SYN-C-00823,PT-4cd6393b8a85,victim,Bengaluru Urban,2022
SYN-C-00824,PT-536fdfb9a006,victim,Bengaluru Urban,2023
SYN-C-00825,PT-33dea3abad5b,victim,Kalaburagi,2020
SYN-C-00826,PT-5e662b40e89f,victim,Bengaluru Urban,2020
SYN-C-00826,PT-d8e2dd35b794,victim,Bengaluru Urban,2020
SYN-C-00827,PT-0d06f0b92227,victim,Bengaluru Urban,2020
SYN-C-00827,PT-24c482566390,victim,Bengaluru Urban,2020
SYN-C-00828,PT-814d7472159d,victim,Bengaluru Urban,2020
SYN-C-00829,PT-086b3d27b293,victim,Bengaluru Urban,2020
SYN-C-00830,PT-cbe02d88815e,victim,Bengaluru Urban,2023
SYN-C-00831,PT-1991cb50f6f2,victim,Bengaluru Urban,2021
SYN-C-00831,PT-44dde5954162,victim,Bengaluru Urban,2021
SYN-C-00832,PT-bc6e8e3a9e0e,victim,Bengaluru Urban,2020
SYN-C-00833,PT-36359e95cb41,victim,Bengaluru Urban,2023
SYN-C-00833,PT-2e0c5900a8c9,victim,Bengaluru Urban,2023
SYN-C-00834,PT-0a94498a5286,victim,Bengaluru Urban,2019
SYN-C-00835,PT-8f2a60fe1364,victim,Bengaluru Urban,2019
SYN-C-00836,PT-5b9b3c0db6f0,victim,Bengaluru Urban,2023
SYN-C-00837,PT-20cf5de89e81,victim,Bengaluru Urban,2023
SYN-C-00838,PT-f66ca92d8fc7,victim,Bengaluru Urban,2020
SYN-C-00839,PT-b384fc415c3d,victim,Bengaluru Urban,2023
SYN-C-00840,PT-156f8fbc5fc7,victim,Belagavi,2021
SYN-C-00841,PT-ca7ed555bf33,victim,Bengaluru Urban,2021
SYN-C-00842,PT-7400de3433be,victim,Bengaluru Urban,2022
SYN-C-00843,PT-280451d52da1,victim,Bengaluru Urban,2020
SYN-C-00844,PT-7b053d51f068,victim,Bengaluru Urban,2021
SYN-C-00845,PT-db27f94a04fb,victim,Bengaluru Urban,2023
SYN-C-00846,PT-5fc3d190bd60,victim,Bengaluru Urban,2022
SYN-C-00847,PT-c5a46ef84576,victim,Bengaluru Urban,2019
SYN-C-00848,PT-8d5556dc07d3,victim,Bengaluru Urban,2023
SYN-C-00849,PT-d3ce589329b8,victim,Bengaluru Urban,2019
SYN-C-00849,PT-4e7702fb0fbe,victim,Bengaluru Urban,2019
SYN-C-00850,PT-c4ed141c3dde,victim,Tumakuru,2022
SYN-C-00851,PT-22766ba5f043,victim,Bengaluru Urban,2019
SYN-C-00852,PT-792f8fa2c14f,victim,Bengaluru Urban,2020
SYN-C-00853,PT-73993b9fc5ec,victim,Bengaluru Urban,2019
SYN-C-00854,PT-8538058be3eb,victim,Tumakuru,2023
SYN-C-00855,PT-1fa0addfec8e,victim,Bengaluru Urban,2020
SYN-C-00856,PT-3f31ba43864b,victim,Bengaluru Urban,2023
SYN-C-00857,PT-1fc456e99278,victim,Tumakuru,2023
SYN-C-00858,PT-553ad3b90212,victim,Tumakuru,2020
SYN-C-00858,PT-a046aa59c5bf,victim,Tumakuru,2020
SYN-C-00858,PT-1bbcf6755d74,victim,Tumakuru,2020
SYN-C-00859,PT-57c47b7e04c8,victim,Belagavi,2022
SYN-C-00859,PT-71cfbfeafdd0,victim,Belagavi,2022
SYN-C-00860,PT-b2657ff0008d,victim,Bengaluru Urban,2022
SYN-C-00861,PT-1ba017224d5a,victim,Bengaluru Urban,2023
SYN-C-00861,PT-e681b4ad7ee3,victim,Bengaluru Urban,2023
SYN-C-00862,PT-cbcb1f0e0f74,victim,Bengaluru Urban,2023
SYN-C-00863,PT-59afbcc9151d,victim,Bengaluru Urban,2021
SYN-C-00864,PT-f6ab2354f046,victim,Bengaluru Urban,2020
SYN-C-00865,PT-43605471fa9f,victim,Belagavi,2019
SYN-C-00865,PT-190947bdf9ec,victim,Belagavi,2019
SYN-C-00866,PT-b5345df63d06,victim,Belagavi,2021
SYN-C-00867,PT-db962230fa86,victim,Bengaluru Urban,2022
SYN-C-00868,PT-9dc71c23c167,victim,Bengaluru Urban,2019
SYN-C-00869,PT-d754a3523cf3,victim,Bengaluru Urban,2019
SYN-C-00870,PT-275944c98f99,victim,Bengaluru Urban,2021
SYN-C-00870,PT-64fbd3437e02,victim,Bengaluru Urban,2021
SYN-C-00871,PT-d13d8a57456b,victim,Belagavi,2023
SYN-C-00872,PT-142384b2f898,victim,Belagavi,2021
SYN-C-00872,PT-de689c7be154,victim,Belagavi,2021
SYN-C-00873,PT-7f0c695cc3bb,victim,Mysuru,2023
SYN-C-00874,PT-99e285950040,victim,Bengaluru Urban,2021
SYN-C-00875,PT-71f0ff6da07d,victim,Bengaluru Urban,2019
SYN-C-00876,PT-e81ce2c3f61a,victim,Bengaluru Urban,2023
SYN-C-00877,PT-ad2cad455302,victim,Belagavi,2019
SYN-C-00878,PT-a209a872d6e3,victim,Bengaluru Urban,2020
SYN-C-00879,PT-b07d89b6bece,victim,Tumakuru,2021
SYN-C-00880,PT-91a329a6b97f,victim,Mysuru,2021
SYN-C-00881,PT-7c3d816bba85,victim,Bengaluru Urban,2023
SYN-C-00881,PT-886283a4e165,victim,Bengaluru Urban,2023
SYN-C-00881,PT-408274d407ea,victim,Bengaluru Urban,2023
SYN-C-00882,PT-b80b990f9a85,victim,Bengaluru Urban,2019
SYN-C-00883,PT-fd6e14007000,victim,Bengaluru Urban,2020
SYN-C-00884,PT-3797bdc115fe,victim,Belagavi,2021
SYN-C-00885,PT-d7270e7bb671,victim,Bengaluru Urban,2019
SYN-C-00886,PT-5e5432dca418,victim,Belagavi,2021
SYN-C-00887,PT-b45306548ce1,victim,Bengaluru Urban,2019
SYN-C-00888,PT-b3dc4308263e,victim,Bengaluru Urban,2023
SYN-C-00889,PT-98af282517c7,victim,Bengaluru Urban,2019
SYN-C-00889,PT-2f6a16644805,victim,Bengaluru Urban,2019
SYN-C-00889,PT-8d91fcca3847,victim,Bengaluru Urban,2019
SYN-C-00890,PT-70de5cb1b13a,victim,Bengaluru Urban,2019
SYN-C-00891,PT-f6e757309df0,victim,Mysuru,2022
SYN-C-00892,PT-1bbdf557a97d,victim,Bengaluru Urban,2021
SYN-C-00893,PT-881a082703d9,victim,Bengaluru Urban,2021
SYN-C-00894,PT-16ab5e2a06b4,victim,Bengaluru Urban,2019
SYN-C-00894,PT-0997bf100f66,victim,Bengaluru Urban,2019
SYN-C-00894,PT-37351ec142f8,victim,Bengaluru Urban,2019
SYN-C-00895,PT-3cdbfcd5390c,victim,Kalaburagi,2019
SYN-C-00896,PT-bd84148f8bd3,victim,Bengaluru Urban,2023
SYN-C-00897,PT-3aa0dcb1fd96,victim,Bengaluru Urban,2022
SYN-C-00898,PT-f6df371c6a7e,victim,Bengaluru Urban,2023
SYN-C-00898,PT-98df4678a404,victim,Bengaluru Urban,2023
SYN-C-00899,PT-776ebe6d17ba,victim,Bengaluru Urban,2019
SYN-C-00899,PT-29aa5887ca47,victim,Bengaluru Urban,2019
SYN-C-00900,PT-986f7e5d9c5d,victim,Bengaluru Urban,2020
SYN-C-00900,PT-8f786411b018,victim,Bengaluru Urban,2020
SYN-C-00901,PT-8f6a73739e6d,victim,Bengaluru Urban,2022
SYN-C-00902,PT-17239608fe01,victim,Tumakuru,2020
SYN-C-00903,PT-7fb76b199d92,victim,Kalaburagi,2022
SYN-C-00903,PT-36e049c6da78,victim,Kalaburagi,2022
SYN-C-00904,PT-092900adc9b6,victim,Bengaluru Urban,2023
SYN-C-00904,PT-ab618c703b6f,victim,Bengaluru Urban,2023
SYN-C-00905,PT-3f638a183a3f,victim,Bengaluru Urban,2022
SYN-C-00906,PT-3ba13eeee3c7,victim,Belagavi,2020
SYN-C-00906,PT-1f6cb2c40843,victim,Belagavi,2020
SYN-C-00906,PT-c9d10d552ffd,victim,Belagavi,2020
SYN-C-00907,PT-c02b7dfb1033,victim,Mysuru,2021
SYN-C-00908,PT-68bd216b269e,victim,Belagavi,2023
SYN-C-00909,PT-86f127e44d5c,victim,Bengaluru Urban,2019
SYN-C-00909,PT-1b2faf867071,victim,Bengaluru Urban,2019
SYN-C-00910,PT-530ba86bfb82,victim,Bengaluru Urban,2023
SYN-C-00911,PT-a7c6af6d4cd3,victim,Kalaburagi,2021
SYN-C-00912,PT-1b51738b83f5,victim,Bengaluru Urban,2023
SYN-C-00913,PT-66d7ad6dfc3c,victim,Bengaluru Urban,2022
SYN-C-00914,PT-d887f5b934d3,victim,Bengaluru Urban,2019
SYN-C-00915,PT-1da644c05efb,victim,Belagavi,2021
SYN-C-00916,PT-cd62a583a5d9,victim,Mysuru,2019
SYN-C-00917,PT-42e103352e65,victim,Tumakuru,2022
SYN-C-00918,PT-025d7bca8276,victim,Bengaluru Urban,2020
SYN-C-00918,PT-fc0fe2237983,victim,Bengaluru Urban,2020
SYN-C-00918,PT-c8fb747b301a,victim,Bengaluru Urban,2020
SYN-C-00919,PT-871572a479b6,victim,Mysuru,2020
SYN-C-00920,PT-ec159ce060da,victim,Bengaluru Urban,2021
SYN-C-00921,PT-4d0aba25e61d,victim,Bengaluru Urban,2020
SYN-C-00922,PT-0b011fd62d21,victim,Bengaluru Urban,2022
SYN-C-00923,PT-065d0a57b839,victim,Belagavi,2019
SYN-C-00924,PT-c97b9be705b0,victim,Bengaluru Urban,2021
SYN-C-00925,PT-1f2169d5ea70,victim,Bengaluru Urban,2019
SYN-C-00926,PT-ee3b50ef3732,victim,Bengaluru Urban,2023
SYN-C-00927,PT-9a9d1ba600db,victim,Bengaluru Urban,2022
SYN-C-00928,PT-b4ce90440082,victim,Mysuru,2020
SYN-C-00929,PT-10789815936f,victim,Mysuru,2021
SYN-C-00930,PT-0994ca6a4e16,victim,Bengaluru Urban,2020
SYN-C-00931,PT-c2999c8378a7,victim,Bengaluru Urban,2020
SYN-C-00932,PT-124b4a79703d,victim,Tumakuru,2019
SYN-C-00932,PT-61e644a195e1,victim,Tumakuru,2019
SYN-C-00933,PT-706ad5ff77cf,victim,Bengaluru Urban,2022
SYN-C-00933,PT-74cdab87e7a5,victim,Bengaluru Urban,2022
SYN-C-00934,PT-2b0ba5a0454d,victim,Bengaluru Urban,2019
SYN-C-00934,PT-88d90f4baee7,victim,Bengaluru Urban,2019
SYN-C-00935,PT-310a57329ba3,victim,Belagavi,2022
SYN-C-00935,PT-9a857dce21ab,victim,Belagavi,2022
SYN-C-00936,PT-e8a9b5361440,victim,Tumakuru,2023
SYN-C-00936,PT-c6f96f3338d7,victim,Tumakuru,2023
SYN-C-00937,PT-a25d3d48d962,victim,Bengaluru Urban,2022
SYN-C-00938,PT-b9783311d412,victim,Belagavi,2022
SYN-C-00939,PT-1d6ec128b16c,victim,Bengaluru Urban,2022
SYN-C-00940,PT-ed98f8ec3646,victim,Bengaluru Urban,2022
SYN-C-00941,PT-164cafd03e60,victim,Bengaluru Urban,2021
SYN-C-00942,PT-300b5aa78c96,victim,Tumakuru,2020
SYN-C-00943,PT-6d341b36ce08,victim,Tumakuru,2020
SYN-C-00943,PT-539edebfdf03,victim,Tumakuru,2020
SYN-C-00944,PT-600ba1d1c4ef,victim,Bengaluru Urban,2019
SYN-C-00945,PT-b5dc10161d92,victim,Bengaluru Urban,2019
SYN-C-00946,PT-d9b003b205d8,victim,Bengaluru Urban,2021
SYN-C-00947,PT-e740f736f7f7,victim,Kalaburagi,2023
SYN-C-00947,PT-1c365e6c02e0,victim,Kalaburagi,2023
SYN-C-00948,PT-363b710d13b2,victim,Bengaluru Urban,2023
SYN-C-00949,PT-57530d6fc548,victim,Bengaluru Urban,2023
SYN-C-00950,PT-5bb997187e20,victim,Bengaluru Urban,2022
SYN-C-00951,PT-0b8cd3300fb6,victim,Bengaluru Urban,2019
SYN-C-00952,PT-9f0c7bf65a5a,victim,Kalaburagi,2022
SYN-C-00952,PT-6e9adc0ab827,victim,Kalaburagi,2022
SYN-C-00953,PT-cd266a480419,victim,Belagavi,2020
SYN-C-00953,PT-372278c3905a,victim,Belagavi,2020
SYN-C-00954,PT-d74b4626a570,victim,Bengaluru Urban,2023
SYN-C-00955,PT-75fee827a3c8,victim,Bengaluru Urban,2019
SYN-C-00956,PT-25b7f983c56b,victim,Bengaluru Urban,2022
SYN-C-00956,PT-b4a55d3e1dc7,victim,Bengaluru Urban,2022
SYN-C-00956,PT-f7a0e6d95cfc,victim,Bengaluru Urban,2022
SYN-C-00957,PT-12e01f283f34,victim,Tumakuru,2022
SYN-C-00957,PT-6eff294b9c96,victim,Tumakuru,2022
SYN-C-00958,PT-a0a8cf0c3b87,victim,Bengaluru Urban,2022
SYN-C-00959,PT-8fe0c6b0cf51,victim,Belagavi,2023
SYN-C-00959,PT-8aa45112bbe9,victim,Belagavi,2023
SYN-C-00960,PT-2b4912659203,victim,Bengaluru Urban,2021
SYN-C-00961,PT-75ef43997876,victim,Bengaluru Urban,2023
SYN-C-00962,PT-e76fa7606304,victim,Belagavi,2023
SYN-C-00963,PT-e2c8f5acb9e1,victim,Bengaluru Urban,2020
SYN-C-00963,PT-674e051a7523,victim,Bengaluru Urban,2020
SYN-C-00963,PT-ce6c467608f7,victim,Bengaluru Urban,2020
SYN-C-00964,PT-eb4dc768a11e,victim,Belagavi,2020
SYN-C-00965,PT-8b1d600c4a57,victim,Bengaluru Urban,2022
SYN-C-00966,PT-94bb3d3cb1a0,victim,Bengaluru Urban,2021
SYN-C-00967,PT-ca15ebba26cf,victim,Bengaluru Urban,2022
SYN-C-00968,PT-8f93c16a3111,victim,Bengaluru Urban,2020
SYN-C-00969,PT-129810683f36,victim,Bengaluru Urban,2023
SYN-C-00969,PT-9ed4d9e0ae0d,victim,Bengaluru Urban,2023
SYN-C-00970,PT-6be989ba809c,victim,Bengaluru Urban,2019
SYN-C-00971,PT-04bbe68715c4,victim,Mysuru,2022
SYN-C-00972,PT-be0b3a463b78,victim,Tumakuru,2021
SYN-C-00972,PT-bcd54a38c054,victim,Tumakuru,2021
SYN-C-00973,PT-03233dd13234,victim,Bengaluru Urban,2022
SYN-C-00973,PT-05172b336a75,victim,Bengaluru Urban,2022
SYN-C-00973,PT-7e7ce0f85f02,victim,Bengaluru Urban,2022
SYN-C-00974,PT-a2a058124f9a,victim,Bengaluru Urban,2022
SYN-C-00975,PT-403d5fc7aaa5,victim,Mysuru,2019
SYN-C-00976,PT-9d671fd0dcac,victim,Bengaluru Urban,2020
SYN-C-00977,PT-4fc90093e5a5,victim,Kalaburagi,2020
SYN-C-00978,PT-783016d6649b,victim,Bengaluru Urban,2020
SYN-C-00979,PT-798113581640,victim,Bengaluru Urban,2023
SYN-C-00980,PT-ea7b79fe890b,victim,Bengaluru Urban,2021
SYN-C-00981,PT-f906edddddc4,victim,Bengaluru Urban,2023
SYN-C-00981,PT-db9ee8036a47,victim,Bengaluru Urban,2023
SYN-C-00982,PT-c41a353fdf25,victim,Mysuru,2023
SYN-C-00982,PT-d4167459a1e0,victim,Mysuru,2023
SYN-C-00983,PT-50e332d568f3,victim,Belagavi,2022
SYN-C-00984,PT-0723403109de,victim,Kalaburagi,2021
SYN-C-00985,PT-d5c937d8dd62,victim,Bengaluru Urban,2022
SYN-C-00986,PT-41d1a8623d56,victim,Bengaluru Urban,2021
SYN-C-00987,PT-f095137d1c05,victim,Bengaluru Urban,2021
SYN-C-00987,PT-58c77e2ea888,victim,Bengaluru Urban,2021
SYN-C-00987,PT-0ec712bb0e1b,victim,Bengaluru Urban,2021
SYN-C-00988,PT-91fe04d349fb,victim,Belagavi,2023
SYN-C-00989,PT-5f27bcf0ec2b,victim,Bengaluru Urban,2020
SYN-C-00989,PT-421e45984ffb,victim,Bengaluru Urban,2020
SYN-C-00990,PT-5e5e4bd50a3a,victim,Bengaluru Urban,2023
SYN-C-00990,PT-2db82bcbd148,victim,Bengaluru Urban,2023
SYN-C-00991,PT-fd3cd149cf49,victim,Bengaluru Urban,2019
SYN-C-00991,PT-b139f00a7470,victim,Bengaluru Urban,2019
SYN-C-00991,PT-7b8a8439a316,victim,Bengaluru Urban,2019
SYN-C-00992,PT-69b4ceffe8bf,victim,Bengaluru Urban,2023
SYN-C-00993,PT-47f0be78b232,victim,Tumakuru,2021
SYN-C-00994,PT-01784e7468f9,victim,Tumakuru,2022
SYN-C-00995,PT-c90af2814639,victim,Mysuru,2021
SYN-C-00996,PT-2874a51ddcfb,victim,Kalaburagi,2021
SYN-C-00997,PT-a95adabdc2ba,victim,Bengaluru Urban,2019
SYN-C-00998,PT-9c72f3f95f1c,victim,Tumakuru,2022
SYN-C-00998,PT-36ca9811be1f,victim,Tumakuru,2022
SYN-C-00999,PT-1cd220d08303,victim,Bengaluru Urban,2019
SYN-C-01000,PT-f5e1bc31cb1b,victim,Mysuru,2020
SYN-C-01000,PT-05d19d38631f,victim,Mysuru,2020
SYN-C-01001,PT-9b15f351dca5,victim,Mysuru,2021
SYN-C-01001,PT-13911e59f04e,victim,Mysuru,2021
SYN-C-01002,PT-7a40bde93c01,victim,Bengaluru Urban,2023
SYN-C-01002,PT-4a53ae8df883,victim,Bengaluru Urban,2023
SYN-C-01003,PT-1739512c2b7f,victim,Bengaluru Urban,2022
SYN-C-01004,PT-d9d8d8b246f2,victim,Bengaluru Urban,2019
SYN-C-01005,PT-9c8d2b8de8f0,victim,Bengaluru Urban,2022
SYN-C-01006,PT-715cf1f39c2b,victim,Bengaluru Urban,2020
SYN-C-01007,PT-74556de25a1a,victim,Bengaluru Urban,2019
SYN-C-01007,PT-b4af78babbda,victim,Bengaluru Urban,2019
SYN-C-01008,PT-6d2493beae79,victim,Bengaluru Urban,2019
SYN-C-01009,PT-230deb13f690,victim,Kalaburagi,2020
SYN-C-01010,PT-cdafc5fb8613,victim,Mysuru,2023
SYN-C-01010,PT-758f5a4828e9,victim,Mysuru,2023
SYN-C-01011,PT-f46365df65b8,victim,Bengaluru Urban,2019
SYN-C-01012,PT-1d91b0f763ab,victim,Belagavi,2020
SYN-C-01013,PT-4ad3ea8d3d7f,victim,Bengaluru Urban,2020
SYN-C-01014,PT-dd9b0b9c9829,victim,Bengaluru Urban,2019
SYN-C-01015,PT-01f2a2a3ab0c,victim,Bengaluru Urban,2019
SYN-C-01016,PT-4003796dbd3d,victim,Bengaluru Urban,2022
SYN-C-01017,PT-c1ad77d71049,victim,Bengaluru Urban,2021
SYN-C-01018,PT-561e6a64b58f,victim,Bengaluru Urban,2021
SYN-C-01019,PT-e8901bd7b910,victim,Bengaluru Urban,2019
SYN-C-01020,PT-e25844c19f22,victim,Bengaluru Urban,2023
SYN-C-01021,PT-d9e2539cf0cb,victim,Bengaluru Urban,2020
SYN-C-01022,PT-1ff000cb0e87,victim,Bengaluru Urban,2021
SYN-C-01023,PT-1fd13f7bc67c,victim,Bengaluru Urban,2022
SYN-C-01024,PT-7e3e5b88ece1,victim,Mysuru,2022
SYN-C-01025,PT-10c82c9842be,victim,Bengaluru Urban,2020
SYN-C-01025,PT-70327d54a039,victim,Bengaluru Urban,2020
SYN-C-01025,PT-42195f37df1c,victim,Bengaluru Urban,2020
SYN-C-01026,PT-b1359bd15a15,victim,Bengaluru Urban,2023
SYN-C-01027,PT-11ab55e49093,victim,Bengaluru Urban,2020
SYN-C-01028,PT-a8b9dafe817a,victim,Mysuru,2021
SYN-C-01029,PT-79da695444fb,victim,Bengaluru Urban,2021
SYN-C-01030,PT-28cdd9e8c080,victim,Bengaluru Urban,2022
SYN-C-01031,PT-f191726b38b3,victim,Mysuru,2020
SYN-C-01032,PT-320f194e959d,victim,Bengaluru Urban,2023
SYN-C-01033,PT-4175180cb098,victim,Bengaluru Urban,2019
SYN-C-01033,PT-7257e97a200b,victim,Bengaluru Urban,2019
SYN-C-01034,PT-ed6f3f67d185,victim,Bengaluru Urban,2019
SYN-C-01035,PT-de3a3101b41c,victim,Tumakuru,2023
SYN-C-01036,PT-438f8c262221,victim,Belagavi,2021
SYN-C-01036,PT-cb54d98c4c0d,victim,Belagavi,2021
SYN-C-01036,PT-5f60593682f2,victim,Belagavi,2021
SYN-C-01037,PT-b1240e12792a,victim,Bengaluru Urban,2020
SYN-C-01038,PT-682015fe0a7d,victim,Tumakuru,2021
SYN-C-01038,PT-35a2463b9767,victim,Tumakuru,2021
SYN-C-01039,PT-c2208a6e5f3c,victim,Belagavi,2020
SYN-C-01039,PT-af209fddcc50,victim,Belagavi,2020
SYN-C-01040,PT-4eab737588fa,victim,Bengaluru Urban,2019
SYN-C-01041,PT-f556bdc537d1,victim,Bengaluru Urban,2019
SYN-C-01042,PT-1ae06c347f09,victim,Bengaluru Urban,2019
SYN-C-01042,PT-23d9ba800b4a,victim,Bengaluru Urban,2019
SYN-C-01042,PT-715984235492,victim,Bengaluru Urban,2019
SYN-C-01043,PT-79457e94772e,victim,Bengaluru Urban,2022
SYN-C-01043,PT-9b8d41e0f8c8,victim,Bengaluru Urban,2022
SYN-C-01044,PT-9105efcdb21a,victim,Bengaluru Urban,2022
SYN-C-01045,PT-cd8d86611c34,victim,Bengaluru Urban,2020
SYN-C-01046,PT-48408cfb8188,victim,Bengaluru Urban,2019
SYN-C-01046,PT-4c2872474bdc,victim,Bengaluru Urban,2019
SYN-C-01047,PT-1245c21019f0,victim,Kalaburagi,2021
SYN-C-01048,PT-bbc1e1bddbcb,victim,Kalaburagi,2020
SYN-C-01049,PT-7a2432c4d09d,victim,Bengaluru Urban,2022
SYN-C-01050,PT-086ff0c92d3e,victim,Bengaluru Urban,2019
SYN-C-01051,PT-c19d16b68e90,victim,Bengaluru Urban,2022
SYN-C-01052,PT-18d1fb334452,victim,Bengaluru Urban,2023
SYN-C-01053,PT-afaed08d9a30,victim,Bengaluru Urban,2021
SYN-C-01054,PT-2231832ab9ee,victim,Mysuru,2020
SYN-C-01055,PT-25c526858d05,victim,Bengaluru Urban,2021
SYN-C-01056,PT-aa08a0d8f9e5,victim,Bengaluru Urban,2022
SYN-C-01057,PT-07c5fe455141,victim,Bengaluru Urban,2019
SYN-C-01057,PT-287ca6b1aeb7,victim,Bengaluru Urban,2019
SYN-C-01058,PT-ff0ae4f9bc2b,victim,Bengaluru Urban,2022
SYN-C-01059,PT-eff5a5074c62,victim,Bengaluru Urban,2023
SYN-C-01060,PT-58982007ca76,victim,Bengaluru Urban,2023
SYN-C-01061,PT-e2ad7f544677,victim,Bengaluru Urban,2020
SYN-C-01061,PT-780a85a58280,victim,Bengaluru Urban,2020
SYN-C-01062,PT-40110ebfdb57,victim,Tumakuru,2023
SYN-C-01063,PT-abfa48924512,victim,Bengaluru Urban,2023
SYN-C-01064,PT-1c13f60b34a9,victim,Bengaluru Urban,2021
SYN-C-01065,PT-ac82ef9d5da2,victim,Bengaluru Urban,2021
SYN-C-01066,PT-1fdc0dd25b76,victim,Bengaluru Urban,2023
SYN-C-01067,PT-39ca57512998,victim,Bengaluru Urban,2019
SYN-C-01068,PT-cb5a39de768f,victim,Bengaluru Urban,2023
SYN-C-01068,PT-4fd889f30722,victim,Bengaluru Urban,2023
SYN-C-01068,PT-fd04d8e1de49,victim,Bengaluru Urban,2023
SYN-C-01069,PT-0dadebb6f520,victim,Bengaluru Urban,2023
SYN-C-01070,PT-e903a3165a3e,victim,Bengaluru Urban,2022
SYN-C-01071,PT-944ad2580ceb,victim,Mysuru,2020
SYN-C-01072,PT-c2f33de59333,victim,Bengaluru Urban,2022
SYN-C-01072,PT-c3dc8c2e1382,victim,Bengaluru Urban,2022
SYN-C-01073,PT-90a26c3cf431,victim,Bengaluru Urban,2022
SYN-C-01073,PT-0ed1e2ff7231,victim,Bengaluru Urban,2022
SYN-C-01073,PT-fb2f6aa8471e,victim,Bengaluru Urban,2022
SYN-C-01074,PT-77a4892574cd,victim,Bengaluru Urban,2020
SYN-C-01075,PT-3d368805f302,victim,Mysuru,2023
SYN-C-01075,PT-72f6129e24f5,victim,Mysuru,2023
SYN-C-01076,PT-bbe112d9bb14,victim,Bengaluru Urban,2020
SYN-C-01077,PT-e971b72eed66,victim,Bengaluru Urban,2023
SYN-C-01078,PT-67de5a813b9d,victim,Bengaluru Urban,2021
SYN-C-01079,PT-18654ba4f3c6,victim,Mysuru,2023
SYN-C-01080,PT-c3e04fb52f14,victim,Tumakuru,2020
SYN-C-01081,PT-2210d48f79b8,victim,Belagavi,2021
SYN-C-01081,PT-707402294e10,victim,Belagavi,2021
SYN-C-01082,PT-623f269ebb24,victim,Tumakuru,2023
SYN-C-01083,PT-f48d3aef3b4b,victim,Bengaluru Urban,2023
SYN-C-01083,PT-8036faa7c630,victim,Bengaluru Urban,2023
SYN-C-01084,PT-c8314ba5ac73,victim,Belagavi,2023
SYN-C-01085,PT-bec555ae8b44,victim,Bengaluru Urban,2022
SYN-C-01085,PT-cc99d450d4f0,victim,Bengaluru Urban,2022
SYN-C-01086,PT-fd3d31000ac1,victim,Belagavi,2022
SYN-C-01087,PT-c63eac1c063a,victim,Bengaluru Urban,2022
SYN-C-01088,PT-540346fda7f2,victim,Bengaluru Urban,2019
SYN-C-01089,PT-7ebaff01ddeb,victim,Bengaluru Urban,2021
SYN-C-01089,PT-adb92b775702,victim,Bengaluru Urban,2021
SYN-C-01089,PT-dc3f13d52c2d,victim,Bengaluru Urban,2021
SYN-C-01090,PT-78609eb484de,victim,Bengaluru Urban,2020
SYN-C-01091,PT-f72e79aa6d22,victim,Bengaluru Urban,2023
SYN-C-01092,PT-823d8a9b2ba4,victim,Kalaburagi,2022
SYN-C-01093,PT-e09aff547d2c,victim,Tumakuru,2019
SYN-C-01094,PT-3d7b9d56a602,victim,Bengaluru Urban,2020
SYN-C-01095,PT-63911cf9ce87,victim,Bengaluru Urban,2022
SYN-C-01096,PT-88d679c0d728,victim,Belagavi,2019
SYN-C-01096,PT-1bea08333411,victim,Belagavi,2019
SYN-C-01097,PT-f3b182f50b0a,victim,Bengaluru Urban,2021
SYN-C-01098,PT-b34487d30e62,victim,Tumakuru,2021
SYN-C-01098,PT-51695bec0aab,victim,Tumakuru,2021
SYN-C-01099,PT-19d64ac13c5b,victim,Bengaluru Urban,2019
SYN-C-01100,PT-e56d6078a9d4,victim,Mysuru,2020
SYN-C-01100,PT-dc07f66db16b,victim,Mysuru,2020
SYN-C-01101,PT-cef25d984f07,victim,Bengaluru Urban,2023
SYN-C-01102,PT-8fbf79519406,victim,Bengaluru Urban,2020
SYN-C-01103,PT-f7688f2ae9ec,victim,Bengaluru Urban,2023
SYN-C-01104,PT-85163fbe3e3a,victim,Bengaluru Urban,2020
SYN-C-01105,PT-1141d9771a2b,victim,Mysuru,2021
SYN-C-01106,PT-2c86d7f35d5a,victim,Bengaluru Urban,2019
SYN-C-01107,PT-a72d00a63136,victim,Bengaluru Urban,2019
SYN-C-01108,PT-e666ed4a2212,victim,Bengaluru Urban,2023
SYN-C-01109,PT-224ae64e0e08,victim,Bengaluru Urban,2021
SYN-C-01110,PT-079a9ca7ce0b,victim,Bengaluru Urban,2019
SYN-C-01111,PT-7302305a9708,victim,Bengaluru Urban,2022
SYN-C-01112,PT-951401f96f40,victim,Bengaluru Urban,2020
SYN-C-01113,PT-740bd7a1725f,victim,Bengaluru Urban,2022
SYN-C-01114,PT-e899ed6cfdc9,victim,Bengaluru Urban,2023
SYN-C-01115,PT-976da53f6089,victim,Mysuru,2019
SYN-C-01116,PT-d7a4f8984853,victim,Belagavi,2023
SYN-C-01116,PT-a155577ac48f,victim,Belagavi,2023
SYN-C-01117,PT-dfa889ac2023,victim,Bengaluru Urban,2022
SYN-C-01118,PT-6290b711ee09,victim,Tumakuru,2023
SYN-C-01118,PT-03fc1b31c4e6,victim,Tumakuru,2023
SYN-C-01119,PT-e1d8aad2563b,victim,Bengaluru Urban,2022
