src,src_type,dst,dst_type,weight,log_weight,src_community,dst_community
IPC 1860,act,KARNATAKA ELECTRICITY REFORM ACT 1999,act,43,3.784,2,2
Karnataka State Local Act,crime_head,(1A) IPC 1860,act,43,3.784,0,0
POCSO,crime_head,"(II),6 Prohibition of Child Marriage Act 2006",act,43,3.784,3,3
"DOWRY PROHIBITION ACT, 1961",act,RAPE,crime_head,43,3.784,2,1
THE KARNATAKA PREVENTION OF SLAUGHTER AND PRESERVATION OF CATTLE ACT-2020,act,"(A) INDIAN MOTOR VEHICLES ACT, 1988",act,43,3.784,0,0
THEFT,crime_head,THE KARNATAKA PREVENTION OF SLAUGHTER AND PRESERVATION OF CATTLE ORDINANCE-2020,act,43,3.784,0,0
THEFT,crime_head,KARNATAKA FOREST RULES,act,42,3.761,0,0
NARCOTIC DRUGS & PSHYCOTROPIC SUBSTANCES,crime_head,"REGISTRATION OF FOREIGNERS ACT, 1939",act,42,3.761,7,7
POCSO,crime_head,(V) IPC 1860,act,42,3.761,3,1
Karnataka State Local Act,crime_head,"EPIDEMIC DISEASES ACT, 1897",act,42,3.761,0,4
MOTOR VEHICLE ACCIDENTS FATAL,crime_head,KARNATAKA MOTOR VEHICLE RULE,act,42,3.761,0,0
IPC 1860,act,"(i),8,4 ESSENTIAL COMMODITIES ACT, 1955",act,42,3.761,2,6
Karnataka State Local Act,crime_head,KARNATAKA PRISONERS ACT - 1963,act,42,3.761,0,0
Karnataka State Local Act,crime_head,THE KARNATAKA PREVENTION OF CHARGING EXORBITANT INTEREST ACT 2004,act,42,3.761,0,0
Karnataka State Local Act,crime_head,"RELIGIOUS INSTITUTIONS (PREVENTION OF MISUSE) ACT, 1988",act,42,3.761,0,4
"PROTECTION OF CIVIL RIGHTS ACT,1955",act,CIVIL RIGHTS,crime_head,42,3.761,2,2
INFORMATION TECHNOLOGY ACT 2008,act,COMMUNAL / RELIGION,crime_head,42,3.761,2,2
Karnataka State Local Act,crime_head,(A) IPC 1860,act,41,3.738,0,0
RIOTS,crime_head,"PREV. OF DAMAGE TO PUBLIC PROPERTY ACT, 1984",act,41,3.738,5,5
KARNATAKA NEW SAND POLICY 2011,act,(1A) KARNATAKA MINOR MINERAL CONSISTENT RULE 1994,act,41,3.738,0,0
IPC 1860,act,"(n) THE PROHIBITION OF CHILD MARRIAGE (KARNATAKA AMENDMENT) ACT, 2016",act,41,3.738,2,3
THEFT,crime_head,KARNATAKA LAND REVENUE ACT 1964,act,41,3.738,0,0
PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012,act,(va) IPC 1860,act,41,3.738,3,1
CrPC,crime_head,(d) IPC 1860,act,41,3.738,0,0
CRIMINAL BREACH OF TRUST,crime_head,The Banning of Unregulated Deposit Schemes Ordinance 2019,act,41,3.738,2,2
POCSO,crime_head,(V) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012,act,41,3.738,3,1
THE KARNATAKA PREVENTION OF SLAUGHTER AND PRESERVATION OF CATTLE ACT-2020,act,Prevention of Cruelty to Animals (Slaughter House) Rules 2001,act,41,3.738,0,0
KARNATAKA POLICE ACT 1963,crime_head,INFORMATION TECHNOLOGY ACT 2000,act,40,3.714,4,2
FOREIGNER,crime_head,"REGISTRATION OF FOREIGNERS ACT, 1939",act,40,3.714,7,7
"EXPLOSIVE ACT, 1884",act,"(b) EXPLOSIVE SUBSTANCES ACT, 1908",act,40,3.714,8,8
PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012,act,"(n) THE PROHIBITION OF CHILD MARRIAGE (KARNATAKA AMENDMENT) ACT, 2016",act,40,3.714,3,3
MOTOR VEHICLE ACCIDENTS NON-FATAL,crime_head,"ARMS ACT, 1959",act,40,3.714,0,5
Prohibition of Child Marriage Act 2006,act,"THE PROHIBITION OF CHILD MARRIAGE (KARNATAKA AMENDMENT) ACT, 2016",act,40,3.714,3,3
MOLESTATION,crime_head,PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012,act,40,3.714,2,3
"ARMS ACT, 1959",act,"PREVENTION OF DESTRUCTION AND LOSS OF PROPERTY ACT, 1981",act,40,3.714,5,5
"KARNATAKA POLICE ACT, 1963",act,Transportation of Animal Act 1978,act,40,3.714,4,0
IPC 1860,act,(A) Transportation of Animal Act 1978,act,40,3.714,2,0
IPC 1860,act,KARNATAKA REGISTRATION ACT 1908,act,40,3.714,2,2
IPC 1860,act,(s) IPC 1860,act,40,3.714,2,1
RIOTS,crime_head,"ARMS ACT, 1959",act,40,3.714,5,5
IPC 1860,act,"THE SPECIFIED BANK NOTES(CESSATIONOF LIABILITIES)ACT, 2017",act,40,3.714,2,0
IPC 1860,act,"The Prize Chits and Money Circulation Schemes (Banning) Act, 1978",act,40,3.714,2,2
IPC 1860,act,"Maintenance and Welfare of Parents and Senior Citizens Act, 2007",act,39,3.689,2,0
EXPLOSIVES,crime_head,"(b) EXPLOSIVE SUBSTANCES ACT, 1908",act,39,3.689,8,8
POCSO,crime_head,"JUVENILE JUSTICE ACT, 2000",act,39,3.689,3,3
MMDR (MINES AND MINERALS REGULATION OF DEVELOPMENT) ACT 1957,act,EXPLOSIVES,crime_head,39,3.689,0,8
NEGLIGENT ACT,crime_head,INDIAN ELECTRICITY ACT (AMEND.) 2003,act,39,3.689,0,0
KIDNAPPING AND ABDUCTION,crime_head,Prohibition of Child Marriage Act 2006,act,39,3.689,3,3
"Juvenile Justice (Care and Protection of Children) Act, 2015",act,CHILD LABOUR (PROHIBITION & REGULATION) AMENDMENT ACT 2016,act,39,3.689,3,3
"INDIAN MOTOR VEHICLES ACT, 1988",act,(A) IPC 1860,act,39,3.689,0,0
POCSO,crime_head,"(n) THE PROHIBITION OF CHILD MARRIAGE (KARNATAKA AMENDMENT) ACT, 2016",act,39,3.689,3,3
"MOTOR VEHICLE ACT, 1954",act,/181 IPC 1860,act,39,3.689,0,0
IPC 1860,act,"(n),34 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",act,39,3.689,2,3
COPY RIGHT ACT 1957,crime_head,TRADE MARKS ACT 1999,act,39,3.689,2,2
Karnataka State Local Act,crime_head,"(A),11(1) (D) INDIAN MOTOR VEHICLES ACT, 1988",act,39,3.689,0,0
"KARNATAKA POLICE ACT, 1963",act,PORNOGRAPHY,crime_head,39,3.689,4,2
"ANCIENT MONUMENT & ARCH.SITES & REMAINS ACT,1958",act,ANTIQUES (CULTURAL PROPERTY),crime_head,38,3.664,2,2
ADULTERATION,crime_head,"COTPA, Cigarettes and Other Tobacco Products Act (Amendment) Bill 2015",act,38,3.664,4,4
CRIMINAL INTIMIDATION,crime_head,"INDIAN ARMS ACT, 1959",act,38,3.664,5,5
POCSO,crime_head,"(n),34 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",act,38,3.664,3,3
IPC 1860,act,/181 IPC 1860,act,38,3.664,2,0
IPC 1860,act,"REGISTRATION ACT, 1908",act,38,3.664,2,2
"PREVENTION OF DAMAGE TO PUBLIC PROPERTY ACT, 1984",act,KARNATAKA PREVENTION OF DISTRUCTION & LOSS OF PROPERTY ACT 1981,act,38,3.664,5,5
IPC 1860,act,(J) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012,act,38,3.664,2,3
"INDIAN MOTOR VEHICLES ACT, 1988",act,"PREV. OF DAMAGE TO PUBLIC PROPERTY ACT, 1984",act,38,3.664,0,5
IPC 1860,act,"PETROLEUM ACT, 1934",act,38,3.664,2,6
SCHEDULED CASTE AND THE SCHEDULED TRIBES,crime_head,"(v-a),3(1)(s),3(1)(r) IPC 1860",act,38,3.664,1,1
The Central Motor Vehicle Rules 2015,act,(A) Transportation of Animal Act 1978,act,38,3.664,0,0
The SC & ST (Prevention of Atrocities) Amendment Act 2015,act,"(w)(i)(ii),3(2)(va) IPC 1860",act,38,3.664,1,3
ELECTION,crime_head,KARNATAKA OPEN PLACE DISFIGUREMENT ACT 1951 & 1981,act,38,3.664,4,4
The SC & ST (Prevention of Atrocities) Amendment Act 2015,act,(n) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012,act,38,3.664,1,3
"INDIAN MOTOR VEHICLES ACT, 1988",act,CHEATING,crime_head,37,3.638,0,2
CHILDREN ACT,crime_head,"JUVENILE JUSTICE ACT, 1986",act,37,3.638,3,3
PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012,act,SUICIDE,crime_head,37,3.638,3,2
"INDIAN MOTOR VEHICLES ACT, 1988",act,"CODE OF CRIMINAL PROCEDURE, 1973",act,37,3.638,0,0
"KARNATAKA POLICE ACT, 1963",act,The Central Motor Vehicle Rules 2015,act,37,3.638,4,0
INFORMATION TECHNOLOGY ACT 2000,act,COMMUNAL / RELIGION,crime_head,37,3.638,2,2
"KARNATAKA EXCISE ACT, 1965",act,ELECTION,crime_head,37,3.638,4,4
"KARNATAKA POLICE ACT, 1963",act,"(A) INDIAN MOTOR VEHICLES ACT, 1988",act,37,3.638,4,0
ANIMAL,crime_head,(A) Transportation of Animal Act 1978,act,37,3.638,0,0
MOTOR VEHICLE ACCIDENTS NON-FATAL,crime_head,"NEGOTIABLE INSTRUMENTS ACT, 1881",act,37,3.638,0,0
INFORMATION TECHNOLOGY ACT 2008,act,(B) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012,act,37,3.638,2,2
"KARNATAKA POLICE ACT, 1963",act,"EPIDEMIC DISEASES ACT, 1897",act,37,3.638,4,4
MURDER,crime_head,(5) IPC 1860,act,37,3.638,1,1
"SC AND THE ST (PREVENTION OF ATTROCITIES) ACT, 1989",act,(s) IPC 1860,act,37,3.638,1,1
ATTEMPT TO MURDER,crime_head,"PREVENTION OF DESTRUCTION AND LOSS OF PROPERTY ACT, 1981",act,37,3.638,5,5
PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012,act,"(n),363 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",act,36,3.611,3,3
"KARNATAKA POLICE ACT, 1963",act,ROBBERY,crime_head,36,3.611,4,5
MMDR (MINES AND MINERALS REGULATION OF DEVELOPMENT) ACT 1957,act,"EXPLOSIVE SUBSTANCES ACT, 1908",act,36,3.611,0,8
EXPLOSIVES,crime_head,(b) IPC 1860,act,36,3.611,8,8
"EXPLOSIVE ACT, 1884",act,(b) IPC 1860,act,36,3.611,8,8
KARNATAKA MINOR MINERAL CONSISTENT RULE 1994,act,(1A) IPC 1860,act,36,3.611,0,0
NARCOTIC DRUGS & PSHYCOTROPIC SUBSTANCES,crime_head,"(ii) (B) NARCOTIC DRUGS & PSYCHOTROPIC SUBSTANCES ACT, 1985",act,36,3.611,7,7
KIDNAPPING AND ABDUCTION,crime_head,CHILD MARRIAGE RESTRAINT ACT,act,36,3.611,3,3
"SC AND THE ST (PREVENTION OF ATTROCITIES) ACT, 1989",act,"(v-a),3(1)(s),3(1)(r) IPC 1860",act,36,3.611,1,1
"SC AND THE ST (PREVENTION OF ATTROCITIES) ACT, 1989",act,Prohibition of Child Marriage Act 2006,act,36,3.611,1,3
SCHEDULED CASTE AND THE SCHEDULED TRIBES,crime_head,"(r),3(2)(va) IPC 1860",act,36,3.611,1,1
SCHEDULED CASTE AND THE SCHEDULED TRIBES,crime_head,(5) IPC 1860,act,36,3.611,1,1
POCSO,crime_head,(J) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012,act,36,3.611,3,3
MURDER,crime_head,Scheduled Castes and Scheduled Tribes (Prevention of Atrocities) Amendment Ordinance 2014,act,36,3.611,1,1
Karnataka State Local Act,crime_head,"THE SPECIFIED BANK NOTES(CESSATIONOF LIABILITIES)ACT, 2017",act,36,3.611,0,0
"ARMS ACT, 1959",act,(B) IPC 1860,act,35,3.584,5,7
"INDIAN MOTOR VEHICLES ACT, 1988",act,KARNATAKA POLICE ACT 1963,crime_head,35,3.584,0,4
IPC 1860,act,"(n) SC AND THE ST (PREVENTION OF ATTROCITIES) ACT, 1989",act,35,3.584,2,1
IPC 1860,act,(A) IPC 1860,act,35,3.584,2,0
"SC AND THE ST (PREVENTION OF ATTROCITIES) ACT, 1989",act,"(r),3(1) (s) IPC 1860",act,35,3.584,1,1
THE KARNATAKA PREVENTION OF SLAUGHTER AND PRESERVATION OF CATTLE ORDINANCE-2020,act,"(D) INDIAN MOTOR VEHICLES ACT, 1988",act,35,3.584,0,0
KARNATAKA OPEN PLACE DISFIGUREMENT ACT 1951 & 1981,act,REPRESENTATION OF PEOPLE ACT 1951 & 1988,crime_head,35,3.584,4,4
Karnataka State Local Act,crime_head,(D) KARNTAKA PREVENTION OF COW SLANGHTER & CATTLE PREVENTION ACT-1964,act,35,3.584,0,0
INFORMATION TECHNOLOGY ACT 2000,act,CRIMINAL INTIMIDATION,crime_head,35,3.584,2,5
"INDIAN MOTOR VEHICLES ACT, 1988",act,MOLESTATION,crime_head,34,3.555,0,2
The SC & ST (Prevention of Atrocities) Amendment Act 2015,act,(w)(i)(ii) IPC 1860,act,34,3.555,1,3
CONSUMER,crime_head,"(i),4,6,8 IPC 1860",act,34,3.555,6,6
"COTPA, CIGARETTES AND OTHER TOBACCO PRODUCTS",crime_head,Cigarettes and Other Tobacco Products (Packging and Labelling) amendment Rules - 2014,act,34,3.555,4,4
"ESSENTIAL COMMODITIES ACT, 1955",act,"(i),4,6,8 IPC 1860",act,34,3.555,6,6
Disobedience to Order Promulgated by PublicServan,crime_head,"THE EPIDEMIC DISEASES (AMENDMENT) ORDINANCE, 2020",act,34,3.555,4,4
"NARCOTIC DRUGS & PSYCHOTROPIC SUBSTANCES ACT, 1985",act,"ARMS ACT, 1959",act,34,3.555,7,5
"NARCOTIC DRUGS AND PSYCHOTROPIC SUBSTANCES ACT, 1985",act,"(ii) (B) NARCOTIC DRUGS & PSYCHOTROPIC SUBSTANCES ACT, 1985",act,34,3.555,7,7
IPC 1860,act,"PREVENTION OF CORRUPTION ACT, 1988",act,34,3.555,2,2
IPC 1860,act,SEDITION,crime_head,34,3.555,2,2
MOTOR VEHICLE ACCIDENTS NON-FATAL,crime_head,/181 IPC 1860,act,34,3.555,0,0
CYBER CRIME,crime_head,(B) IPC 1860,act,34,3.555,2,7
KARNATAKA ESSENTIAL COMMODITIES (PUBLIC DISTRIBUTION SYSTEM) PUBLIC CONTROL ORDER 2016,act,"(i),4,6,8 IPC 1860",act,34,3.555,6,6
Karnataka Essential Commodities (Storage Accounts Maintaining Value Notification) Order 1981,act,"(i),4,6,8 IPC 1860",act,34,3.555,6,6
IPC 1860,act,"PREVENTION OF FOOD ADULTERATION ACT, 1954",act,34,3.555,2,6
"PREVENTION OF CRUELTY TO ANIMALS ACT, 1960",act,(A) KARNTAKA PREVENTION OF COW SLANGHTER & CATTLE PREVENTION ACT-1964,act,33,3.526,0,0
THEFT,crime_head,"ARMS ACT, 1959",act,33,3.526,0,5
THE KARNATAKA PREVENTION OF SLAUGHTER AND PRESERVATION OF CATTLE ORDINANCE-2020,act,The Central Motor Vehicle Rules 2015,act,33,3.526,0,0
"INDIAN MOTOR VEHICLES ACT, 1988",act,"ARMS ACT, 1959",act,33,3.526,0,5
MISCHIEF,crime_head,"PREVENTION OF CRUELTY TO ANIMALS ACT, 1960",act,33,3.526,5,0
"SC AND THE ST (PREVENTION OF ATTROCITIES) ACT, 1989",act,(10) Scheduled Castes and Scheduled Tribes (Prevention of Atrocities) Amendment Ordinance 2014,act,33,3.526,1,1
NARCOTIC DRUGS & PSHYCOTROPIC SUBSTANCES,crime_head,"(ii) A NARCOTIC DRUGS AND PSYCHOTROPIC SUBSTANCES ACT, 1985",act,33,3.526,7,7
IPC 1860,act,CIVIL RIGHTS,crime_head,33,3.526,2,2
IPC 1860,act,"(v-a),3(1)(s),3(1)(r) IPC 1860",act,33,3.526,2,1
IPC 1860,act,(10) Scheduled Castes and Scheduled Tribes (Prevention of Atrocities) Amendment Ordinance 2014,act,33,3.526,2,1
"NARCOTIC DRUGS & PSYCHOTROPIC SUBSTANCES ACT, 1985",act,"(ii) A NARCOTIC DRUGS AND PSYCHOTROPIC SUBSTANCES ACT, 1985",act,33,3.526,7,7
CRUELTY BY HUSBAND,crime_head,"The Muslim Women(Protection of Rights on Marriage) Act, 2019",act,33,3.526,2,2
MURDER,crime_head,(2)(v) IPC 1860,act,33,3.526,1,1
SCHEDULED CASTE AND THE SCHEDULED TRIBES,crime_head,(2)(v) IPC 1860,act,33,3.526,1,1
POCSO,crime_head,(va) IPC 1860,act,33,3.526,3,1
"INDIAN MOTOR VEHICLES ACT, 1988",act,INDIAN ELECTRICITY ACT (AMEND.) 2003,act,33,3.526,0,0
SCHEDULED CASTE AND THE SCHEDULED TRIBES,crime_head,(w)(i)(ii) IPC 1860,act,33,3.526,1,3
The Central Motor Vehicle Rules 2015,act,"(A) INDIAN MOTOR VEHICLES ACT, 1988",act,33,3.526,0,0
ROBBERY,crime_head,"INDIAN ARMS ACT, 1959",act,33,3.526,5,5
IPC 1860,act,"REGISTRATION OF FOREIGNERS ACT, 1939",act,33,3.526,2,7
IPC 1860,act,"(r),3(1)(s),3(1)(w) IPC 1860",act,33,3.526,2,1
IPC 1860,act,"(r)(s),3(2)(5a) IPC 1860",act,33,3.526,2,1
PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012,act,(w)(i)(ii) IPC 1860,act,33,3.526,3,3
"(r)(s) SC AND THE ST (PREVENTION OF ATTROCITIES) ACT, 1989",act,(v-a) IPC 1860,act,32,3.497,1,1
"DOWRY PROHIBITION ACT, 1961",act,The SC & ST (Prevention of Atrocities) Amendment Act 2015,act,32,3.497,2,1
CRIMINAL INTIMIDATION,crime_head,"ARMS ACT, 1959",act,32,3.497,5,5
"COTPA, Cigarettes and Other Tobacco Products,Act 2003",act,"Cigarettes and Other Tobacco Products (Prohibition of Advertisement and Regulation of Trade and Commerce, Production,Supply and Distribution) Rules - 2004",act,32,3.497,4,4
IPC 1860,act,"PREVENTION OF INSULT TO NATIONAL HONOURS ACT, 1971",act,32,3.497,2,0
THEFT,crime_head,THE KARNATAKA PREVENTION OF SLAUGHTER AND PRESERVATION OF CATTLE ACT-2020,act,32,3.497,0,0
"ARMS ACT, 1959",act,"-1(B) (b),4 IPC 1860",act,32,3.497,5,5
The SC & ST (Prevention of Atrocities) Amendment Act 2015,act,"(r),3(1)(s),3(1)(w) IPC 1860",act,32,3.497,1,1
"KARNATAKA POLICE (AMENDMENT) ACT, 2021",act,"(3) KARNATAKA POLICE ACT, 1963",act,32,3.497,4,4
The SC & ST (Prevention of Atrocities) Amendment Act 2015,act,(w) IPC 1860,act,32,3.497,1,1
"KARNATAKA POLICE ACT, 1963",act,INFORMATION TECHNOLOGY ACT 2008,act,32,3.497,4,2
"SC AND THE ST (PREVENTION OF ATTROCITIES) ACT, 1989",act,CHILD MARRIAGE RESTRAINT ACT,act,32,3.497,1,3
OFFENCES AGAINST PUBLIC SERVANTS (Public servant is a victim),crime_head,"Karnataka Prevention of Damage to Public Property Act, 1984",act,32,3.497,5,5
KARNATAKA POLICE ACT 1963,crime_head,"(3) KARNATAKA POLICE ACT, 1963",act,32,3.497,4,4
KARNATAKA POLICE ACT 1963,crime_head,"THE EPIDEMIC DISEASES (AMENDMENT) ORDINANCE, 2020",act,32,3.497,4,4
THE KARNATAKA PREVENTION OF SLAUGHTER AND PRESERVATION OF CATTLE ORDINANCE-2020,act,"(A) INDIAN MOTOR VEHICLES ACT, 1988",act,32,3.497,0,0
"NARCOTIC DRUGS AND PSYCHOTROPIC SUBSTANCES ACT, 1985",act,(ii)(A) IPC 1860,act,31,3.466,7,7
"SC AND THE ST (PREVENTION OF ATTROCITIES) ACT, 1989",act,(v-a) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012,act,31,3.466,1,1
OFFENCES AGAINST PUBLIC SERVANTS (Public servant is a victim),crime_head,"PREVENTION OF DESTRUCTION AND LOSS OF PROPERTY ACT, 1981",act,31,3.466,5,5
"NARCOTIC DRUGS & PSYCHOTROPIC SUBSTANCES ACT, 1985",act,"REGISTRATION OF FOREIGNERS ACT, 1939",act,31,3.466,7,7
POCSO,crime_head,"(I),376(2)(n) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",act,31,3.466,3,3
The SC & ST (Prevention of Atrocities) Amendment Act 2015,act,(V) IPC 1860,act,31,3.466,1,1
CRIMINAL TRESPASS,crime_head,"PREVENTION OF DESTRUCTION AND LOSS OF PROPERTY ACT, 1981",act,31,3.466,5,5
"DOWRY PROHIBITION ACT, 1961",act,PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012,act,31,3.466,2,3
IPC 1860,act,(2)(v) IPC 1860,act,31,3.466,2,1
IPC 1860,act,"(I),376(2)(n) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",act,31,3.466,2,3
PUBLIC SAFETY,crime_head,"COTPA, Cigarettes and Other Tobacco Products,Act 2003",act,31,3.466,4,4
ANIMAL,crime_head,(D) KARNTAKA PREVENTION OF COW SLANGHTER & CATTLE PREVENTION ACT-1964,act,30,3.434,0,0
"CODE OF CRIMINAL PROCEDURE, 1973",act,"PREVENTION OF CRUELTY TO ANIMALS ACT, 1960",act,30,3.434,0,0
IPC 1860,act,PUBLIC JUSTICE,crime_head,30,3.434,2,2
IPC 1860,act,(v-a) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012,act,30,3.434,2,1
"INDIAN MOTOR VEHICLES ACT, 1988",act,"ENVIRONMENT (PROTECTION) ACT, 1986",act,30,3.434,0,0
CHEATING,crime_head,"KARNATAKA CO-OPERATIVE SOCIETIES ACT, 1959",act,30,3.434,2,2
MISCHIEF,crime_head,"INDIAN ARMS ACT, 1959",act,30,3.434,5,5
"KARNATAKA POLICE ACT, 1963",act,RIOTS,crime_head,30,3.434,4,5
SCHEDULED CASTE AND THE SCHEDULED TRIBES,crime_head,(10) Scheduled Castes and Scheduled Tribes (Prevention of Atrocities) Amendment Ordinance 2014,act,30,3.434,1,1
OFFENCES AGAINST PUBLIC SERVANTS (Public servant is a victim),crime_head,"ARMS ACT, 1959",act,30,3.434,5,5
"NARCOTIC DRUGS AND PSYCHOTROPIC SUBSTANCES ACT, 1985",act,"PASSPORTS ACT, 1967",act,30,3.434,7,7
MURDER,crime_head,"The Scheduled Castes and the Scheduled Tribes (Prevention of Atrocities) Amendment Bill, 2015",act,30,3.434,1,1
NARCOTIC DRUGS & PSHYCOTROPIC SUBSTANCES,crime_head,The Karnataka Prisons (Amendment) Act-2022,act,30,3.434,7,0
"SC AND THE ST (PREVENTION OF ATTROCITIES) ACT, 1989",act,"(r),3(1)(s),3(1)(w) IPC 1860",act,30,3.434,1,1
SUICIDE,crime_head,"KARNATAKA PROHIBITION OF CHARGING EXORBITANT INTEREST ACT, 2004",act,30,3.434,2,2
POCSO,crime_head,"DOWRY PROHIBITION ACT, 1961",act,30,3.434,3,2
"CODE OF CRIMINAL PROCEDURE, 1973",act,KARNATAKA FOREST ACT 1963,act,30,3.434,0,0
"FOREIGNERS ACT, 1946",act,PASSPORT ACT,crime_head,30,3.434,7,7
IPC 1860,act,(va) The SC & ST (Prevention of Atrocities) Amendment Act 2015,act,30,3.434,2,1
IPC 1860,act,(B) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012,act,29,3.401,2,2
IPC 1860,act,(A) KARNATAKA MINOR MINERAL CONSISTENT RULE 1994,act,29,3.401,2,0
CHEATING,crime_head,"PASSPORTS ACT, 1967",act,29,3.401,2,7
Scheduled Castes and Scheduled Tribes (Prevention of Atrocities) Amendment Ordinance 2014,act,(r) IPC 1860,act,29,3.401,1,1
IPC 1860,act,"(II),6 IPC 1860",act,29,3.401,2,3
INFORMATION TECHNOLOGY ACT 2000,act,SCHEDULED CASTE AND THE SCHEDULED TRIBES,crime_head,29,3.401,2,1
IPC 1860,act,(w)(i)(ii) IPC 1860,act,29,3.401,2,3
CASES OF HURT,crime_head,KARNATAKA PREVENTION OF DISTRUCTION & LOSS OF PROPERTY ACT 1981,act,29,3.401,5,5
"PREVENTION OF CRUELTY TO ANIMALS ACT, 1960",act,"MOTOR VEHICLE ACT, 1954",act,29,3.401,0,0
CASES OF HURT,crime_head,"SC AND THE ST (PREVENTION OF ATTROCITIES) ACT, 1989",act,29,3.401,5,1
Karnataka State Local Act,crime_head,KARNATAKA MINING ACT,act,29,3.401,0,0
OFFENCES RELATED TO MARRIAGE,crime_head,"The Muslim Women(Protection of Rights on Marriage) Act, 2019",act,29,3.401,2,2
"NARCOTIC DRUGS & PSYCHOTROPIC SUBSTANCES ACT, 1985",act,"PASSPORTS ACT, 1967",act,29,3.401,7,7
NARCOTIC DRUGS & PSHYCOTROPIC SUBSTANCES,crime_head,(ii)(A) IPC 1860,act,29,3.401,7,7
KARNATAKA POLICE ACT 1963,crime_head,"KARNATAKA EXCISE ACT, 1965",act,29,3.401,4,4
KARNATAKA POLICE ACT 1963,crime_head,INFORMATION TECHNOLOGY ACT 2008,act,29,3.401,4,2
SCHEDULED CASTE AND THE SCHEDULED TRIBES,crime_head,Prohibition of Child Marriage Act 2006,act,29,3.401,1,3
INFORMATION TECHNOLOGY ACT 2008,act,CRIMINAL INTIMIDATION,crime_head,29,3.401,2,5
KARNATAKA MINOR MINERAL CONSISTENT RULE 1994,act,"/181 INDIAN MOTOR VEHICLES ACT, 1988",act,29,3.401,0,0
"SC AND THE ST (PREVENTION OF ATTROCITIES) ACT, 1989",act,"(V),3(2)(v-a) IPC 1860",act,29,3.401,1,1
ANIMAL,crime_head,Prevention of Cruelty to Animals (Slaughter House) Rules 2001,act,29,3.401,0,0
MMDR (MINES AND MINERALS REGULATION OF DEVELOPMENT) ACT 1957,act,"/181 INDIAN MOTOR VEHICLES ACT, 1988",act,29,3.401,0,0
Karnataka State Local Act,crime_head,KARNATAKA PROTECTION OF INTEREST DEPOSITORS EXORBITANT ACT 2004,act,29,3.401,0,2
CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,crime_head,INDIAN ELECTRICITY ACT (AMEND.) 2003,act,29,3.401,0,0
IPC 1860,act,"Karnataka Prevention and Eradication of Inhuman Evil Practices and Black Magic Act, 2017",act,28,3.367,2,0
ELECTION,crime_head,"RELIGIOUS INSTITUTIONS (PREVENTION OF MISUSE) ACT, 1988",act,28,3.367,4,4
IPC 1860,act,"(n),344 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012",act,28,3.367,2,3
CYBER CRIME,crime_head,PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012,act,28,3.367,2,3
MMDR (MINES AND MINERALS REGULATION OF DEVELOPMENT) ACT 1957,act,(A) KARNATAKA MINOR MINERAL CONSISTENT RULE 1994,act,28,3.367,0,0
IPC 1860,act,KARNATAKA PANCHAYAT ACT - 1993,act,28,3.367,2,0
"NARCOTIC DRUGS & PSYCHOTROPIC SUBSTANCES ACT, 1985",act,"(ii) B NARCOTIC DRUGS AND PSYCHOTROPIC SUBSTANCES ACT, 1985",act,28,3.367,7,7
MOTOR VEHICLE ACCIDENTS FATAL,crime_head,"/181 INDIAN MOTOR VEHICLES ACT, 1988",act,28,3.367,0,0
CRIMINAL TRESPASS,crime_head,KARNATAKA PREVENTION OF DISTRUCTION & LOSS OF PROPERTY ACT 1981,act,28,3.367,5,5
SCHEDULED CASTE AND THE SCHEDULED TRIBES,crime_head,(n) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012,act,28,3.367,1,3
RAPE,crime_head,"The Scheduled Castes and the Scheduled Tribes (Prevention of Atrocities) Amendment Bill, 2015",act,28,3.367,1,1
