cluster_id,centroid_lat,centroid_lng,n_points,total_count,canonical_name,radius_km,top_category,deployment_note
429,17.20935,76.54021,29,1079,Kalaburagi,4.5,MOTOR VEHICLE ACCIDENTS NON-FATAL,"~1,079 FIRs concentrated near Kalaburagi (radius ~4.5 km). Dominant crime head in Kalaburagi: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment."
348,15.96005,76.75008,9,1077,Raichur,4.06,KARNATAKA POLICE ACT 1963,"~1,077 FIRs concentrated near Raichur (radius ~4.06 km). Dominant crime head in Raichur: Karnataka Police Act 1963. Prioritise patrol / resource deployment."
54,12.65989,76.25991,21,1074,Hassan,4.89,MOTOR VEHICLE ACCIDENTS NON-FATAL,"~1,074 FIRs concentrated near Hassan (radius ~4.89 km). Dominant crime head in Hassan: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment."
452,17.85089,77.26053,39,1073,Bidar,4.6,MOTOR VEHICLE ACCIDENTS NON-FATAL,"~1,073 FIRs concentrated near Bidar (radius ~4.6 km). Dominant crime head in Bidar: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment."
252,14.55097,75.60904,27,1073,Haveri,4.49,MOTOR VEHICLE ACCIDENTS NON-FATAL,"~1,073 FIRs concentrated near Haveri (radius ~4.49 km). Dominant crime head in Haveri: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment."
153,13.41042,76.61967,35,1073,Tumakuru,4.44,MOTOR VEHICLE ACCIDENTS NON-FATAL,"~1,073 FIRs concentrated near Tumakuru (radius ~4.44 km). Dominant crime head in Tumakuru: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment."
411,16.81936,76.06065,31,1069,Vijayapura,4.49,KARNATAKA POLICE ACT 1963,"~1,069 FIRs concentrated near Vijayapura (radius ~4.49 km). Dominant crime head in Vijayapura: Karnataka Police Act 1963. Prioritise patrol / resource deployment."
66,12.74047,75.47045,32,1069,Dakshina Kannada,4.39,MOTOR VEHICLE ACCIDENTS NON-FATAL,"~1,069 FIRs concentrated near Dakshina Kannada (radius ~4.39 km). Dominant crime head in Dakshina Kannada: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment."
324,15.61022,76.01029,19,1066,Koppal,3.97,KARNATAKA POLICE ACT 1963,"~1,066 FIRs concentrated near Koppal (radius ~3.97 km). Dominant crime head in Koppal: Karnataka Police Act 1963. Prioritise patrol / resource deployment."
286,15.12139,75.47009,36,1066,Gadag,4.62,KARNATAKA POLICE ACT 1963,"~1,066 FIRs concentrated near Gadag (radius ~4.62 km). Dominant crime head in Gadag: Karnataka Police Act 1963. Prioritise patrol / resource deployment."
206,13.91946,75.07066,37,1064,Shivamogga,4.58,MOTOR VEHICLE ACCIDENTS NON-FATAL,"~1,064 FIRs concentrated near Shivamogga (radius ~4.58 km). Dominant crime head in Shivamogga: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment."
132,13.28895,77.42007,50,1062,Bengaluru Rural,4.74,MOTOR VEHICLE ACCIDENTS NON-FATAL,"~1,062 FIRs concentrated near Bengaluru Rural (radius ~4.74 km). Dominant crime head in Bengaluru Rural: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment."
315,15.54014,76.88008,16,1058,Ballari,4.74,KARNATAKA POLICE ACT 1963,"~1,058 FIRs concentrated near Ballari (radius ~4.74 km). Dominant crime head in Ballari: Karnataka Police Act 1963. Prioritise patrol / resource deployment."
388,16.46141,76.5322,22,1050,Yadgir,4.2,CrPC,"~1,050 FIRs concentrated near Yadgir (radius ~4.2 km). Dominant crime head in Yadgir: Crpc. Prioritise patrol / resource deployment."
433,17.29037,76.99929,21,1049,Kalaburagi,4.17,MOTOR VEHICLE ACCIDENTS NON-FATAL,"~1,049 FIRs concentrated near Kalaburagi (radius ~4.17 km). Dominant crime head in Kalaburagi: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment."
363,16.16022,75.36974,35,1048,Bagalkote,4.5,MOTOR VEHICLE ACCIDENTS NON-FATAL,"~1,048 FIRs concentrated near Bagalkote (radius ~4.5 km). Dominant crime head in Bagalkote: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment."
247,14.49968,76.16007,34,1047,Davanagere,4.55,MOTOR VEHICLE ACCIDENTS NON-FATAL,"~1,047 FIRs concentrated near Davanagere (radius ~4.55 km). Dominant crime head in Davanagere: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment."
320,15.57967,74.58036,33,1043,Belagavi,4.62,MOTOR VEHICLE ACCIDENTS NON-FATAL,"~1,043 FIRs concentrated near Belagavi (radius ~4.62 km). Dominant crime head in Belagavi: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment."
105,13.08995,76.2,54,1033,Hassan,4.81,MOTOR VEHICLE ACCIDENTS NON-FATAL,"~1,033 FIRs concentrated near Hassan (radius ~4.81 km). Dominant crime head in Hassan: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment."
225,14.21064,75.81983,28,1025,Davanagere,4.76,MOTOR VEHICLE ACCIDENTS NON-FATAL,"~1,025 FIRs concentrated near Davanagere (radius ~4.76 km). Dominant crime head in Davanagere: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment."
310,15.42851,75.43073,25,1021,Dharwad,4.37,MOTOR VEHICLE ACCIDENTS NON-FATAL,"~1,021 FIRs concentrated near Dharwad (radius ~4.37 km). Dominant crime head in Dharwad: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment."
262,14.70963,75.78,18,1016,Vijayanagara,4.2,KARNATAKA POLICE ACT 1963,"~1,016 FIRs concentrated near Vijayanagara (radius ~4.2 km). Dominant crime head in Vijayanagara: Karnataka Police Act 1963. Prioritise patrol / resource deployment."
336,15.77957,74.6415,38,1011,Belagavi,4.65,MOTOR VEHICLE ACCIDENTS NON-FATAL,"~1,011 FIRs concentrated near Belagavi (radius ~4.65 km). Dominant crime head in Belagavi: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment."
436,17.39012,76.58978,9,1009,Kalaburagi,4.06,MOTOR VEHICLE ACCIDENTS NON-FATAL,"~1,009 FIRs concentrated near Kalaburagi (radius ~4.06 km). Dominant crime head in Kalaburagi: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment."
424,17.17244,76.78963,28,1006,Kalaburagi,4.44,MOTOR VEHICLE ACCIDENTS NON-FATAL,"~1,006 FIRs concentrated near Kalaburagi (radius ~4.44 km). Dominant crime head in Kalaburagi: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment."
431,17.24998,75.79979,26,1006,Vijayapura,4.68,KARNATAKA POLICE ACT 1963,"~1,006 FIRs concentrated near Vijayapura (radius ~4.68 km). Dominant crime head in Vijayapura: Karnataka Police Act 1963. Prioritise patrol / resource deployment."
81,12.87943,76.6298,16,1002,Mandya,4.27,MOTOR VEHICLE ACCIDENTS NON-FATAL,"~1,002 FIRs concentrated near Mandya (radius ~4.27 km). Dominant crime head in Mandya: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment."
421,17.1197,75.78067,34,1001,Vijayapura,4.47,KARNATAKA POLICE ACT 1963,"~1,001 FIRs concentrated near Vijayapura (radius ~4.47 km). Dominant crime head in Vijayapura: Karnataka Police Act 1963. Prioritise patrol / resource deployment."
409,16.78155,75.24912,27,1000,Belagavi,4.49,MOTOR VEHICLE ACCIDENTS NON-FATAL,"~1,000 FIRs concentrated near Belagavi (radius ~4.49 km). Dominant crime head in Belagavi: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment."
83,12.91038,76.93023,39,999,Tumakuru,4.55,MOTOR VEHICLE ACCIDENTS NON-FATAL,~999 FIRs concentrated near Tumakuru (radius ~4.55 km). Dominant crime head in Tumakuru: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment.
5,12.00115,77.40005,32,983,Chamarajanagar,4.57,Karnataka State Local Act,~983 FIRs concentrated near Chamarajanagar (radius ~4.57 km). Dominant crime head in Chamarajanagar: Karnataka State Local Act. Prioritise patrol / resource deployment.
19,12.18946,77.03033,25,982,Mysuru,4.49,MOTOR VEHICLE ACCIDENTS NON-FATAL,~982 FIRs concentrated near Mysuru (radius ~4.49 km). Dominant crime head in Mysuru: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment.
356,16.05986,75.94916,32,981,Bagalkote,4.55,MOTOR VEHICLE ACCIDENTS NON-FATAL,~981 FIRs concentrated near Bagalkote (radius ~4.55 km). Dominant crime head in Bagalkote: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment.
463,18.2397,77.18045,26,970,Bidar,4.35,MOTOR VEHICLE ACCIDENTS NON-FATAL,~970 FIRs concentrated near Bidar (radius ~4.35 km). Dominant crime head in Bidar: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment.
89,12.95131,75.3796,31,968,Dakshina Kannada,4.79,MOTOR VEHICLE ACCIDENTS NON-FATAL,~968 FIRs concentrated near Dakshina Kannada (radius ~4.79 km). Dominant crime head in Dakshina Kannada: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment.
25,12.30048,75.8788,31,967,Kodagu,4.5,MOTOR VEHICLE ACCIDENTS NON-FATAL,~967 FIRs concentrated near Kodagu (radius ~4.5 km). Dominant crime head in Kodagu: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment.
49,12.59969,77.12009,30,959,Mandya,4.48,MOTOR VEHICLE ACCIDENTS NON-FATAL,~959 FIRs concentrated near Mandya (radius ~4.48 km). Dominant crime head in Mandya: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment.
321,15.57031,76.41987,24,957,Koppal,4.44,KARNATAKA POLICE ACT 1963,~957 FIRs concentrated near Koppal (radius ~4.44 km). Dominant crime head in Koppal: Karnataka Police Act 1963. Prioritise patrol / resource deployment.
392,16.4874,75.69022,36,956,Vijayapura,4.55,KARNATAKA POLICE ACT 1963,~956 FIRs concentrated near Vijayapura (radius ~4.55 km). Dominant crime head in Vijayapura: Karnataka Police Act 1963. Prioritise patrol / resource deployment.
359,16.09123,76.80873,15,955,Raichur,3.83,KARNATAKA POLICE ACT 1963,~955 FIRs concentrated near Raichur (radius ~3.83 km). Dominant crime head in Raichur: Karnataka Police Act 1963. Prioritise patrol / resource deployment.
298,15.25815,75.24177,31,947,Dharwad,4.43,MOTOR VEHICLE ACCIDENTS NON-FATAL,~947 FIRs concentrated near Dharwad (radius ~4.43 km). Dominant crime head in Dharwad: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment.
340,15.87004,76.04885,31,946,Koppal,4.54,KARNATAKA POLICE ACT 1963,~946 FIRs concentrated near Koppal (radius ~4.54 km). Dominant crime head in Koppal: Karnataka Police Act 1963. Prioritise patrol / resource deployment.
444,17.58032,76.98883,21,945,Kalaburagi,4.5,MOTOR VEHICLE ACCIDENTS NON-FATAL,~945 FIRs concentrated near Kalaburagi (radius ~4.5 km). Dominant crime head in Kalaburagi: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment.
313,15.43941,76.84012,13,943,Ballari,3.81,KARNATAKA POLICE ACT 1963,~943 FIRs concentrated near Ballari (radius ~3.81 km). Dominant crime head in Ballari: Karnataka Police Act 1963. Prioritise patrol / resource deployment.
437,17.39943,77.34024,11,942,Kalaburagi,4.5,MOTOR VEHICLE ACCIDENTS NON-FATAL,~942 FIRs concentrated near Kalaburagi (radius ~4.5 km). Dominant crime head in Kalaburagi: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment.
420,17.0901,76.2202,25,937,Vijayapura,4.44,KARNATAKA POLICE ACT 1963,~937 FIRs concentrated near Vijayapura (radius ~4.44 km). Dominant crime head in Vijayapura: Karnataka Police Act 1963. Prioritise patrol / resource deployment.
117,13.17875,77.79111,59,936,Bengaluru Rural,4.78,MOTOR VEHICLE ACCIDENTS NON-FATAL,~936 FIRs concentrated near Bengaluru Rural (radius ~4.78 km). Dominant crime head in Bengaluru Rural: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment.
143,13.35038,75.46936,42,926,Chikkamagaluru,4.67,MOTOR VEHICLE ACCIDENTS NON-FATAL,~926 FIRs concentrated near Chikkamagaluru (radius ~4.67 km). Dominant crime head in Chikkamagaluru: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment.
461,18.15018,77.33012,31,924,Bidar,4.55,MOTOR VEHICLE ACCIDENTS NON-FATAL,~924 FIRs concentrated near Bidar (radius ~4.55 km). Dominant crime head in Bidar: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment.
15,12.105,77.59817,18,922,Chamarajanagar,5.03,Karnataka State Local Act,~922 FIRs concentrated near Chamarajanagar (radius ~5.03 km). Dominant crime head in Chamarajanagar: Karnataka State Local Act. Prioritise patrol / resource deployment.
334,15.76896,76.40049,27,916,Koppal,4.39,KARNATAKA POLICE ACT 1963,~916 FIRs concentrated near Koppal (radius ~4.39 km). Dominant crime head in Koppal: Karnataka Police Act 1963. Prioritise patrol / resource deployment.
284,15.12157,75.12243,34,916,Haveri,4.34,MOTOR VEHICLE ACCIDENTS NON-FATAL,~916 FIRs concentrated near Haveri (radius ~4.34 km). Dominant crime head in Haveri: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment.
454,17.89769,77.19954,27,914,Bidar,4.44,MOTOR VEHICLE ACCIDENTS NON-FATAL,~914 FIRs concentrated near Bidar (radius ~4.44 km). Dominant crime head in Bidar: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment.
396,16.54173,74.67221,42,912,Belagavi,4.69,MOTOR VEHICLE ACCIDENTS NON-FATAL,~912 FIRs concentrated near Belagavi (radius ~4.69 km). Dominant crime head in Belagavi: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment.
231,14.27971,76.08004,32,905,Davanagere,4.63,MOTOR VEHICLE ACCIDENTS NON-FATAL,~905 FIRs concentrated near Davanagere (radius ~4.63 km). Dominant crime head in Davanagere: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment.
178,13.6097,75.50037,29,904,Chikkamagaluru,4.63,MOTOR VEHICLE ACCIDENTS NON-FATAL,~904 FIRs concentrated near Chikkamagaluru (radius ~4.63 km). Dominant crime head in Chikkamagaluru: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment.
441,17.51942,76.93997,32,902,Kalaburagi,4.0,MOTOR VEHICLE ACCIDENTS NON-FATAL,~902 FIRs concentrated near Kalaburagi (radius ~4.0 km). Dominant crime head in Kalaburagi: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment.
187,13.70133,75.65129,29,902,Chikkamagaluru,4.51,MOTOR VEHICLE ACCIDENTS NON-FATAL,~902 FIRs concentrated near Chikkamagaluru (radius ~4.51 km). Dominant crime head in Chikkamagaluru: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment.
462,18.15993,77.44037,20,897,Bidar,3.9,MOTOR VEHICLE ACCIDENTS NON-FATAL,~897 FIRs concentrated near Bidar (radius ~3.9 km). Dominant crime head in Bidar: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment.
434,17.31011,75.66933,16,894,Vijayapura,3.92,KARNATAKA POLICE ACT 1963,~894 FIRs concentrated near Vijayapura (radius ~3.92 km). Dominant crime head in Vijayapura: Karnataka Police Act 1963. Prioritise patrol / resource deployment.
402,16.66975,75.34975,18,893,Bagalkote,4.08,MOTOR VEHICLE ACCIDENTS NON-FATAL,~893 FIRs concentrated near Bagalkote (radius ~4.08 km). Dominant crime head in Bagalkote: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment.
200,13.83105,77.20846,32,882,Tumakuru,4.45,MOTOR VEHICLE ACCIDENTS NON-FATAL,~882 FIRs concentrated near Tumakuru (radius ~4.45 km). Dominant crime head in Tumakuru: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment.
168,13.54891,75.35909,46,880,Chikkamagaluru,4.6,MOTOR VEHICLE ACCIDENTS NON-FATAL,~880 FIRs concentrated near Chikkamagaluru (radius ~4.6 km). Dominant crime head in Chikkamagaluru: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment.
174,13.59909,74.85968,32,875,Udupi,4.65,MOTOR VEHICLE ACCIDENTS NON-FATAL,~875 FIRs concentrated near Udupi (radius ~4.65 km). Dominant crime head in Udupi: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment.
196,13.80037,76.80121,31,869,Tumakuru,4.34,MOTOR VEHICLE ACCIDENTS NON-FATAL,~869 FIRs concentrated near Tumakuru (radius ~4.34 km). Dominant crime head in Tumakuru: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment.
223,14.19003,74.48794,37,868,Uttara Kannada,4.53,MOTOR VEHICLE ACCIDENTS NON-FATAL,~868 FIRs concentrated near Uttara Kannada (radius ~4.53 km). Dominant crime head in Uttara Kannada: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment.
412,16.8401,75.52019,24,860,Vijayapura,3.83,KARNATAKA POLICE ACT 1963,~860 FIRs concentrated near Vijayapura (radius ~3.83 km). Dominant crime head in Vijayapura: Karnataka Police Act 1963. Prioritise patrol / resource deployment.
372,16.24049,75.04926,18,856,Belagavi,3.96,MOTOR VEHICLE ACCIDENTS NON-FATAL,~856 FIRs concentrated near Belagavi (radius ~3.96 km). Dominant crime head in Belagavi: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment.
309,15.43006,74.74038,35,837,Dharwad,4.58,MOTOR VEHICLE ACCIDENTS NON-FATAL,~837 FIRs concentrated near Dharwad (radius ~4.58 km). Dominant crime head in Dharwad: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment.
293,15.23008,75.98966,25,835,Koppal,4.37,KARNATAKA POLICE ACT 1963,~835 FIRs concentrated near Koppal (radius ~4.37 km). Dominant crime head in Koppal: Karnataka Police Act 1963. Prioritise patrol / resource deployment.
261,14.68836,75.36109,41,825,Haveri,4.66,MOTOR VEHICLE ACCIDENTS NON-FATAL,~825 FIRs concentrated near Haveri (radius ~4.66 km). Dominant crime head in Haveri: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment.
250,14.54207,74.32146,33,815,Uttara Kannada,4.35,MOTOR VEHICLE ACCIDENTS NON-FATAL,~815 FIRs concentrated near Uttara Kannada (radius ~4.35 km). Dominant crime head in Uttara Kannada: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment.
404,16.67044,76.31001,13,813,Vijayapura,3.81,KARNATAKA POLICE ACT 1963,~813 FIRs concentrated near Vijayapura (radius ~3.81 km). Dominant crime head in Vijayapura: Karnataka Police Act 1963. Prioritise patrol / resource deployment.
343,15.91124,74.7791,43,807,Belagavi,4.57,MOTOR VEHICLE ACCIDENTS NON-FATAL,~807 FIRs concentrated near Belagavi (radius ~4.57 km). Dominant crime head in Belagavi: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment.
319,15.57057,76.16964,27,807,Koppal,4.55,KARNATAKA POLICE ACT 1963,~807 FIRs concentrated near Koppal (radius ~4.55 km). Dominant crime head in Koppal: Karnataka Police Act 1963. Prioritise patrol / resource deployment.
457,18.00061,77.47991,25,804,Bidar,4.45,MOTOR VEHICLE ACCIDENTS NON-FATAL,~804 FIRs concentrated near Bidar (radius ~4.45 km). Dominant crime head in Bidar: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment.
383,16.36796,77.35108,22,795,Raichur,3.42,KARNATAKA POLICE ACT 1963,~795 FIRs concentrated near Raichur (radius ~3.42 km). Dominant crime head in Raichur: Karnataka Police Act 1963. Prioritise patrol / resource deployment.
451,17.82053,76.85122,29,793,Bidar,4.32,MOTOR VEHICLE ACCIDENTS NON-FATAL,~793 FIRs concentrated near Bidar (radius ~4.32 km). Dominant crime head in Bidar: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment.
87,12.94879,75.17115,53,793,Dakshina Kannada,4.69,MOTOR VEHICLE ACCIDENTS NON-FATAL,~793 FIRs concentrated near Dakshina Kannada (radius ~4.69 km). Dominant crime head in Dakshina Kannada: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment.
151,13.42076,75.25212,49,789,Chikkamagaluru,4.64,MOTOR VEHICLE ACCIDENTS NON-FATAL,~789 FIRs concentrated near Chikkamagaluru (radius ~4.64 km). Dominant crime head in Chikkamagaluru: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment.
430,17.22008,77.08999,6,777,Kalaburagi,3.91,MOTOR VEHICLE ACCIDENTS NON-FATAL,~777 FIRs concentrated near Kalaburagi (radius ~3.91 km). Dominant crime head in Kalaburagi: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment.
175,13.59886,75.83833,33,773,Chikkamagaluru,4.62,MOTOR VEHICLE ACCIDENTS NON-FATAL,~773 FIRs concentrated near Chikkamagaluru (radius ~4.62 km). Dominant crime head in Chikkamagaluru: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment.
428,17.19977,77.16019,11,773,Kalaburagi,3.36,MOTOR VEHICLE ACCIDENTS NON-FATAL,~773 FIRs concentrated near Kalaburagi (radius ~3.36 km). Dominant crime head in Kalaburagi: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment.
381,16.35001,76.40974,11,771,Yadgir,4.38,CrPC,~771 FIRs concentrated near Yadgir (radius ~4.38 km). Dominant crime head in Yadgir: Crpc. Prioritise patrol / resource deployment.
367,16.20974,75.50009,33,767,Bagalkote,4.6,MOTOR VEHICLE ACCIDENTS NON-FATAL,~767 FIRs concentrated near Bagalkote (radius ~4.6 km). Dominant crime head in Bagalkote: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment.
355,16.05004,75.77224,24,759,Bagalkote,4.16,MOTOR VEHICLE ACCIDENTS NON-FATAL,~759 FIRs concentrated near Bagalkote (radius ~4.16 km). Dominant crime head in Bagalkote: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment.
106,13.09904,75.70884,44,757,Chikkamagaluru,4.69,MOTOR VEHICLE ACCIDENTS NON-FATAL,~757 FIRs concentrated near Chikkamagaluru (radius ~4.69 km). Dominant crime head in Chikkamagaluru: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment.
190,13.71952,77.38943,39,755,Tumakuru,4.67,MOTOR VEHICLE ACCIDENTS NON-FATAL,~755 FIRs concentrated near Tumakuru (radius ~4.67 km). Dominant crime head in Tumakuru: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment.
288,15.14012,77.04973,16,751,Ballari,3.95,KARNATAKA POLICE ACT 1963,~751 FIRs concentrated near Ballari (radius ~3.95 km). Dominant crime head in Ballari: Karnataka Police Act 1963. Prioritise patrol / resource deployment.
78,12.86225,78.20016,57,748,Kolar,4.62,MOTOR VEHICLE ACCIDENTS NON-FATAL,~748 FIRs concentrated near Kolar (radius ~4.62 km). Dominant crime head in Kolar: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment.
458,18.01962,77.00968,24,741,Bidar,4.67,MOTOR VEHICLE ACCIDENTS NON-FATAL,~741 FIRs concentrated near Bidar (radius ~4.67 km). Dominant crime head in Bidar: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment.
189,13.71008,78.09995,9,728,Chikkaballapura,3.45,Karnataka State Local Act,~728 FIRs concentrated near Chikkaballapura (radius ~3.45 km). Dominant crime head in Chikkaballapura: Karnataka State Local Act. Prioritise patrol / resource deployment.
353,16.00011,77.46034,8,727,Raichur,3.99,KARNATAKA POLICE ACT 1963,~727 FIRs concentrated near Raichur (radius ~3.99 km). Dominant crime head in Raichur: Karnataka Police Act 1963. Prioritise patrol / resource deployment.
62,12.70999,76.82004,14,725,Mandya,3.44,MOTOR VEHICLE ACCIDENTS NON-FATAL,~725 FIRs concentrated near Mandya (radius ~3.44 km). Dominant crime head in Mandya: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment.
185,13.68056,77.06142,38,711,Tumakuru,4.63,MOTOR VEHICLE ACCIDENTS NON-FATAL,~711 FIRs concentrated near Tumakuru (radius ~4.63 km). Dominant crime head in Tumakuru: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment.
447,17.73092,76.93959,28,705,Bidar,4.78,MOTOR VEHICLE ACCIDENTS NON-FATAL,~705 FIRs concentrated near Bidar (radius ~4.78 km). Dominant crime head in Bidar: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment.
251,14.5399,75.01854,30,700,Uttara Kannada,4.56,MOTOR VEHICLE ACCIDENTS NON-FATAL,~700 FIRs concentrated near Uttara Kannada (radius ~4.56 km). Dominant crime head in Uttara Kannada: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment.
122,13.21201,74.82845,46,697,Udupi,4.73,MOTOR VEHICLE ACCIDENTS NON-FATAL,~697 FIRs concentrated near Udupi (radius ~4.73 km). Dominant crime head in Udupi: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment.
354,16.02763,74.69039,40,693,Belagavi,4.71,MOTOR VEHICLE ACCIDENTS NON-FATAL,~693 FIRs concentrated near Belagavi (radius ~4.71 km). Dominant crime head in Belagavi: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment.
166,13.53007,78.34984,17,691,Kolar,4.57,MOTOR VEHICLE ACCIDENTS NON-FATAL,~691 FIRs concentrated near Kolar (radius ~4.57 km). Dominant crime head in Kolar: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment.
115,13.17034,76.55864,45,684,Tumakuru,4.73,MOTOR VEHICLE ACCIDENTS NON-FATAL,~684 FIRs concentrated near Tumakuru (radius ~4.73 km). Dominant crime head in Tumakuru: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment.
460,18.09965,77.02082,17,684,Bidar,4.25,MOTOR VEHICLE ACCIDENTS NON-FATAL,~684 FIRs concentrated near Bidar (radius ~4.25 km). Dominant crime head in Bidar: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment.
375,16.29984,77.52987,11,672,Raichur,3.88,KARNATAKA POLICE ACT 1963,~672 FIRs concentrated near Raichur (radius ~3.88 km). Dominant crime head in Raichur: Karnataka Police Act 1963. Prioritise patrol / resource deployment.
173,13.59079,77.78118,43,668,Chikkaballapura,4.67,Karnataka State Local Act,~668 FIRs concentrated near Chikkaballapura (radius ~4.67 km). Dominant crime head in Chikkaballapura: Karnataka State Local Act. Prioritise patrol / resource deployment.
26,12.30998,75.691,34,658,Kodagu,4.55,MOTOR VEHICLE ACCIDENTS NON-FATAL,~658 FIRs concentrated near Kodagu (radius ~4.55 km). Dominant crime head in Kodagu: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment.
438,17.44982,77.10968,11,657,Kalaburagi,4.36,MOTOR VEHICLE ACCIDENTS NON-FATAL,~657 FIRs concentrated near Kalaburagi (radius ~4.36 km). Dominant crime head in Kalaburagi: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment.
162,13.50985,75.09973,16,655,Shivamogga,4.71,MOTOR VEHICLE ACCIDENTS NON-FATAL,~655 FIRs concentrated near Shivamogga (radius ~4.71 km). Dominant crime head in Shivamogga: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment.
203,13.88917,76.92028,37,638,Tumakuru,4.5,MOTOR VEHICLE ACCIDENTS NON-FATAL,~638 FIRs concentrated near Tumakuru (radius ~4.5 km). Dominant crime head in Tumakuru: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment.
