district,dow,month,season,count
Shivamogga,0,11,Post-Monsoon,701
Shivamogga,0,12,Winter,609
Shivamogga,1,1,Winter,845
Shivamogga,1,2,Winter,992
Shivamogga,1,3,Summer,763
Shivamogga,1,4,Summer,698
Shivamogga,1,5,Summer,840
Shivamogga,1,6,Monsoon,825
Shivamogga,1,7,Monsoon,740
Shivamogga,1,8,Monsoon,701
Shivamogga,1,9,Monsoon,593
Shivamogga,1,10,Post-Monsoon,685
Shivamogga,1,11,Post-Monsoon,764
Shivamogga,1,12,Winter,699
Shivamogga,2,1,Winter,827
Shivamogga,2,2,Winter,872
Shivamogga,2,3,Summer,774
Shivamogga,2,4,Summer,643
Shivamogga,2,5,Summer,826
Shivamogga,2,6,Monsoon,782
Shivamogga,2,7,Monsoon,711
Shivamogga,2,8,Monsoon,647
Shivamogga,2,9,Monsoon,586
Shivamogga,2,10,Post-Monsoon,663
Shivamogga,2,11,Post-Monsoon,733
Shivamogga,2,12,Winter,649
Shivamogga,3,1,Winter,801
Shivamogga,3,2,Winter,996
Shivamogga,3,3,Summer,763
Shivamogga,3,4,Summer,682
Shivamogga,3,5,Summer,668
Shivamogga,3,6,Monsoon,906
Shivamogga,3,7,Monsoon,683
Shivamogga,3,8,Monsoon,668
Shivamogga,3,9,Monsoon,635
Shivamogga,3,10,Post-Monsoon,651
Shivamogga,3,11,Post-Monsoon,720
Shivamogga,3,12,Winter,719
Shivamogga,4,1,Winter,748
Shivamogga,4,2,Winter,1109
Shivamogga,4,3,Summer,850
Shivamogga,4,4,Summer,720
Shivamogga,4,5,Summer,689
Shivamogga,4,6,Monsoon,788
Shivamogga,4,7,Monsoon,734
Shivamogga,4,8,Monsoon,588
Shivamogga,4,9,Monsoon,577
Shivamogga,4,10,Post-Monsoon,640
Shivamogga,4,11,Post-Monsoon,691
Shivamogga,4,12,Winter,694
Shivamogga,5,1,Winter,764
Shivamogga,5,2,Winter,1212
Shivamogga,5,3,Summer,767
Shivamogga,5,4,Summer,721
Shivamogga,5,5,Summer,775
Shivamogga,5,6,Monsoon,756
Shivamogga,5,7,Monsoon,711
Shivamogga,5,8,Monsoon,554
Shivamogga,5,9,Monsoon,562
Shivamogga,5,10,Post-Monsoon,680
Shivamogga,5,11,Post-Monsoon,615
Shivamogga,5,12,Winter,704
Shivamogga,6,1,Winter,688
Shivamogga,6,2,Winter,1133
Shivamogga,6,3,Summer,604
Shivamogga,6,4,Summer,632
Shivamogga,6,5,Summer,778
Shivamogga,6,6,Monsoon,575
Shivamogga,6,7,Monsoon,655
Shivamogga,6,8,Monsoon,564
Shivamogga,6,9,Monsoon,494
Shivamogga,6,10,Post-Monsoon,630
Shivamogga,6,11,Post-Monsoon,511
Shivamogga,6,12,Winter,611
Tumakuru,0,1,Winter,794
Tumakuru,0,2,Winter,947
Tumakuru,0,3,Summer,808
Tumakuru,0,4,Summer,766
Tumakuru,0,5,Summer,816
Tumakuru,0,6,Monsoon,687
Tumakuru,0,7,Monsoon,720
Tumakuru,0,8,Monsoon,745
Tumakuru,0,9,Monsoon,646
Tumakuru,0,10,Post-Monsoon,710
Tumakuru,0,11,Post-Monsoon,744
Tumakuru,0,12,Winter,654
Tumakuru,1,1,Winter,832
Tumakuru,1,2,Winter,918
Tumakuru,1,3,Summer,900
Tumakuru,1,4,Summer,684
Tumakuru,1,5,Summer,893
Tumakuru,1,6,Monsoon,820
Tumakuru,1,7,Monsoon,740
Tumakuru,1,8,Monsoon,815
Tumakuru,1,9,Monsoon,660
Tumakuru,1,10,Post-Monsoon,700
Tumakuru,1,11,Post-Monsoon,773
Tumakuru,1,12,Winter,637
Tumakuru,2,1,Winter,763
Tumakuru,2,2,Winter,929
Tumakuru,2,3,Summer,918
Tumakuru,2,4,Summer,689
Tumakuru,2,5,Summer,864
Tumakuru,2,6,Monsoon,790
Tumakuru,2,7,Monsoon,699
Tumakuru,2,8,Monsoon,777
Tumakuru,2,9,Monsoon,655
Tumakuru,2,10,Post-Monsoon,664
Tumakuru,2,11,Post-Monsoon,737
Tumakuru,2,12,Winter,677
Tumakuru,3,1,Winter,786
Tumakuru,3,2,Winter,903
Tumakuru,3,3,Summer,910
Tumakuru,3,4,Summer,722
Tumakuru,3,5,Summer,782
Tumakuru,3,6,Monsoon,792
Tumakuru,3,7,Monsoon,683
Tumakuru,3,8,Monsoon,749
Tumakuru,3,9,Monsoon,713
Tumakuru,3,10,Post-Monsoon,698
Tumakuru,3,11,Post-Monsoon,644
Tumakuru,3,12,Winter,703
Tumakuru,4,1,Winter,755
Tumakuru,4,2,Winter,792
Tumakuru,4,3,Summer,799
Tumakuru,4,4,Summer,712
Tumakuru,4,5,Summer,697
Tumakuru,4,6,Monsoon,733
Tumakuru,4,7,Monsoon,696
Tumakuru,4,8,Monsoon,677
Tumakuru,4,9,Monsoon,762
Tumakuru,4,10,Post-Monsoon,688
Tumakuru,4,11,Post-Monsoon,672
Tumakuru,4,12,Winter,732
Tumakuru,5,1,Winter,747
Tumakuru,5,2,Winter,932
Tumakuru,5,3,Summer,740
Tumakuru,5,4,Summer,815
Tumakuru,5,5,Summer,728
Tumakuru,5,6,Monsoon,732
Tumakuru,5,7,Monsoon,707
Tumakuru,5,8,Monsoon,693
Tumakuru,5,9,Monsoon,680
Tumakuru,5,10,Post-Monsoon,731
Tumakuru,5,11,Post-Monsoon,610
Tumakuru,5,12,Winter,708
Tumakuru,6,1,Winter,639
Tumakuru,6,2,Winter,700
Tumakuru,6,3,Summer,692
Tumakuru,6,4,Summer,635
Tumakuru,6,5,Summer,623
Tumakuru,6,6,Monsoon,577
Tumakuru,6,7,Monsoon,620
Tumakuru,6,8,Monsoon,595
Tumakuru,6,9,Monsoon,538
Tumakuru,6,10,Post-Monsoon,648
Tumakuru,6,11,Post-Monsoon,558
Tumakuru,6,12,Winter,534
Udupi,0,1,Winter,446
Udupi,0,2,Winter,474
Udupi,0,3,Summer,346
Udupi,0,4,Summer,362
Udupi,0,5,Summer,410
Udupi,0,6,Monsoon,284
Udupi,0,7,Monsoon,346
Udupi,0,8,Monsoon,332
Udupi,0,9,Monsoon,282
Udupi,0,10,Post-Monsoon,376
Udupi,0,11,Post-Monsoon,352
Udupi,0,12,Winter,299
Udupi,1,1,Winter,476
Udupi,1,2,Winter,420
Udupi,1,3,Summer,381
Udupi,1,4,Summer,347
Udupi,1,5,Summer,396
Udupi,1,6,Monsoon,302
Udupi,1,7,Monsoon,342
Udupi,1,8,Monsoon,298
Udupi,1,9,Monsoon,330
Udupi,1,10,Post-Monsoon,318
Udupi,1,11,Post-Monsoon,312
Udupi,1,12,Winter,320
Udupi,2,1,Winter,479
Udupi,2,2,Winter,385
Udupi,2,3,Summer,372
Udupi,2,4,Summer,362
Udupi,2,5,Summer,351
Udupi,2,6,Monsoon,292
Udupi,2,7,Monsoon,337
Udupi,2,8,Monsoon,286
Udupi,2,9,Monsoon,338
Udupi,2,10,Post-Monsoon,324
Udupi,2,11,Post-Monsoon,332
Udupi,2,12,Winter,266
Udupi,3,1,Winter,446
Udupi,3,2,Winter,359
Udupi,3,3,Summer,371
Udupi,3,4,Summer,373
Udupi,3,5,Summer,318
Udupi,3,6,Monsoon,291
Udupi,3,7,Monsoon,279
Udupi,3,8,Monsoon,314
Udupi,3,9,Monsoon,330
Udupi,3,10,Post-Monsoon,274
Udupi,3,11,Post-Monsoon,333
Udupi,3,12,Winter,311
Udupi,4,1,Winter,430
Udupi,4,2,Winter,424
Udupi,4,3,Summer,349
Udupi,4,4,Summer,397
Udupi,4,5,Summer,354
Udupi,4,6,Monsoon,281
Udupi,4,7,Monsoon,315
Udupi,4,8,Monsoon,268
Udupi,4,9,Monsoon,375
Udupi,4,10,Post-Monsoon,271
Udupi,4,11,Post-Monsoon,274
Udupi,4,12,Winter,323
Udupi,5,1,Winter,445
Udupi,5,2,Winter,405
Udupi,5,3,Summer,353
Udupi,5,4,Summer,395
Udupi,5,5,Summer,334
Udupi,5,6,Monsoon,245
Udupi,5,7,Monsoon,340
Udupi,5,8,Monsoon,314
Udupi,5,9,Monsoon,323
Udupi,5,10,Post-Monsoon,319
Udupi,5,11,Post-Monsoon,335
Udupi,5,12,Winter,338
Udupi,6,1,Winter,398
Udupi,6,2,Winter,340
Udupi,6,3,Summer,314
Udupi,6,4,Summer,339
Udupi,6,5,Summer,305
Udupi,6,6,Monsoon,210
Udupi,6,7,Monsoon,320
Udupi,6,8,Monsoon,210
Udupi,6,9,Monsoon,266
Udupi,6,10,Post-Monsoon,295
Udupi,6,11,Post-Monsoon,295
Udupi,6,12,Winter,258
Uttara Kannada,0,1,Winter,479
Uttara Kannada,0,2,Winter,466
Uttara Kannada,0,3,Summer,456
Uttara Kannada,0,4,Summer,344
Uttara Kannada,0,5,Summer,487
Uttara Kannada,0,6,Monsoon,397
Uttara Kannada,0,7,Monsoon,359
Uttara Kannada,0,8,Monsoon,323
Uttara Kannada,0,9,Monsoon,314
Uttara Kannada,0,10,Post-Monsoon,330
Uttara Kannada,0,11,Post-Monsoon,408
Uttara Kannada,0,12,Winter,350
Uttara Kannada,1,1,Winter,506
Uttara Kannada,1,2,Winter,458
Uttara Kannada,1,3,Summer,439
Uttara Kannada,1,4,Summer,403
Uttara Kannada,1,5,Summer,469
Uttara Kannada,1,6,Monsoon,435
Uttara Kannada,1,7,Monsoon,305
Uttara Kannada,1,8,Monsoon,408
Uttara Kannada,1,9,Monsoon,304
Uttara Kannada,1,10,Post-Monsoon,397
Uttara Kannada,1,11,Post-Monsoon,407
Uttara Kannada,1,12,Winter,385
Uttara Kannada,2,1,Winter,519
Uttara Kannada,2,2,Winter,474
Uttara Kannada,2,3,Summer,509
Uttara Kannada,2,4,Summer,417
Uttara Kannada,2,5,Summer,412
Uttara Kannada,2,6,Monsoon,456
Uttara Kannada,2,7,Monsoon,295
Uttara Kannada,2,8,Monsoon,389
Uttara Kannada,2,9,Monsoon,344
Uttara Kannada,2,10,Post-Monsoon,321
Uttara Kannada,2,11,Post-Monsoon,390
Uttara Kannada,2,12,Winter,357
Uttara Kannada,3,1,Winter,437
Uttara Kannada,3,2,Winter,527
Uttara Kannada,3,3,Summer,483
Uttara Kannada,3,4,Summer,349
Uttara Kannada,3,5,Summer,434
Uttara Kannada,3,6,Monsoon,447
Uttara Kannada,3,7,Monsoon,319
Uttara Kannada,3,8,Monsoon,306
Uttara Kannada,3,9,Monsoon,347
Uttara Kannada,3,10,Post-Monsoon,346
Uttara Kannada,3,11,Post-Monsoon,388
Uttara Kannada,3,12,Winter,391
Uttara Kannada,4,1,Winter,480
Uttara Kannada,4,2,Winter,413
Uttara Kannada,4,3,Summer,462
Uttara Kannada,4,4,Summer,454
Uttara Kannada,4,5,Summer,401
Uttara Kannada,4,6,Monsoon,401
Uttara Kannada,4,7,Monsoon,320
Uttara Kannada,4,8,Monsoon,306
Uttara Kannada,4,9,Monsoon,345
Uttara Kannada,4,10,Post-Monsoon,321
Uttara Kannada,4,11,Post-Monsoon,355
Uttara Kannada,4,12,Winter,378
Uttara Kannada,5,1,Winter,495
Uttara Kannada,5,2,Winter,526
Uttara Kannada,5,3,Summer,460
Uttara Kannada,5,4,Summer,421
Uttara Kannada,5,5,Summer,405
Uttara Kannada,5,6,Monsoon,345
Uttara Kannada,5,7,Monsoon,345
Uttara Kannada,5,8,Monsoon,335
Uttara Kannada,5,9,Monsoon,362
Uttara Kannada,5,10,Post-Monsoon,310
Uttara Kannada,5,11,Post-Monsoon,303
Uttara Kannada,5,12,Winter,414
Uttara Kannada,6,1,Winter,416
Uttara Kannada,6,2,Winter,419
Uttara Kannada,6,3,Summer,365
Uttara Kannada,6,4,Summer,375
Uttara Kannada,6,5,Summer,446
Uttara Kannada,6,6,Monsoon,297
Uttara Kannada,6,7,Monsoon,280
Uttara Kannada,6,8,Monsoon,281
Uttara Kannada,6,9,Monsoon,241
Uttara Kannada,6,10,Post-Monsoon,313
Uttara Kannada,6,11,Post-Monsoon,293
Uttara Kannada,6,12,Winter,321
Vijayanagara,0,1,Winter,317
Vijayanagara,0,2,Winter,436
Vijayanagara,0,3,Summer,376
Vijayanagara,0,4,Summer,388
Vijayanagara,0,5,Summer,367
Vijayanagara,0,6,Monsoon,304
Vijayanagara,0,7,Monsoon,285
Vijayanagara,0,8,Monsoon,259
Vijayanagara,0,9,Monsoon,229
Vijayanagara,0,10,Post-Monsoon,238
Vijayanagara,0,11,Post-Monsoon,262
Vijayanagara,0,12,Winter,243
Vijayanagara,1,1,Winter,302
Vijayanagara,1,2,Winter,408
Vijayanagara,1,3,Summer,376
Vijayanagara,1,4,Summer,375
Vijayanagara,1,5,Summer,347
Vijayanagara,1,6,Monsoon,355
Vijayanagara,1,7,Monsoon,345
Vijayanagara,1,8,Monsoon,316
Vijayanagara,1,9,Monsoon,247
Vijayanagara,1,10,Post-Monsoon,269
Vijayanagara,1,11,Post-Monsoon,342
Vijayanagara,1,12,Winter,250
Vijayanagara,2,1,Winter,304
Vijayanagara,2,2,Winter,352
Vijayanagara,2,3,Summer,365
Vijayanagara,2,4,Summer,334
Vijayanagara,2,5,Summer,337
Vijayanagara,2,6,Monsoon,351
Vijayanagara,2,7,Monsoon,289
Vijayanagara,2,8,Monsoon,337
Vijayanagara,2,9,Monsoon,277
Vijayanagara,2,10,Post-Monsoon,266
Vijayanagara,2,11,Post-Monsoon,337
Vijayanagara,2,12,Winter,271
Vijayanagara,3,1,Winter,320
Vijayanagara,3,2,Winter,385
Vijayanagara,3,3,Summer,395
Vijayanagara,3,4,Summer,359
Vijayanagara,3,5,Summer,301
Vijayanagara,3,6,Monsoon,361
Vijayanagara,3,7,Monsoon,305
Vijayanagara,3,8,Monsoon,333
Vijayanagara,3,9,Monsoon,248
Vijayanagara,3,10,Post-Monsoon,298
Vijayanagara,3,11,Post-Monsoon,258
Vijayanagara,3,12,Winter,294
Vijayanagara,4,1,Winter,322
Vijayanagara,4,2,Winter,337
Vijayanagara,4,3,Summer,397
Vijayanagara,4,4,Summer,353
Vijayanagara,4,5,Summer,274
Vijayanagara,4,6,Monsoon,303
Vijayanagara,4,7,Monsoon,295
Vijayanagara,4,8,Monsoon,310
Vijayanagara,4,9,Monsoon,285
Vijayanagara,4,10,Post-Monsoon,268
Vijayanagara,4,11,Post-Monsoon,297
Vijayanagara,4,12,Winter,288
Vijayanagara,5,1,Winter,333
Vijayanagara,5,2,Winter,322
Vijayanagara,5,3,Summer,392
Vijayanagara,5,4,Summer,349
Vijayanagara,5,5,Summer,292
Vijayanagara,5,6,Monsoon,308
Vijayanagara,5,7,Monsoon,320
Vijayanagara,5,8,Monsoon,275
Vijayanagara,5,9,Monsoon,271
Vijayanagara,5,10,Post-Monsoon,295
Vijayanagara,5,11,Post-Monsoon,265
Vijayanagara,5,12,Winter,286
Vijayanagara,6,1,Winter,307
Vijayanagara,6,2,Winter,257
Vijayanagara,6,3,Summer,338
Vijayanagara,6,4,Summer,308
Vijayanagara,6,5,Summer,294
Vijayanagara,6,6,Monsoon,231
Vijayanagara,6,7,Monsoon,227
Vijayanagara,6,8,Monsoon,241
Vijayanagara,6,9,Monsoon,215
Vijayanagara,6,10,Post-Monsoon,198
Vijayanagara,6,11,Post-Monsoon,239
Vijayanagara,6,12,Winter,210
Vijayapura,0,1,Winter,529
Vijayapura,0,2,Winter,599
Vijayapura,0,3,Summer,512
Vijayapura,0,4,Summer,416
Vijayapura,0,5,Summer,507
Vijayapura,0,6,Monsoon,408
Vijayapura,0,7,Monsoon,458
Vijayapura,0,8,Monsoon,470
Vijayapura,0,9,Monsoon,406
Vijayapura,0,10,Post-Monsoon,403
Vijayapura,0,11,Post-Monsoon,352
Vijayapura,0,12,Winter,390
Vijayapura,1,1,Winter,560
Vijayapura,1,2,Winter,626
Vijayapura,1,3,Summer,592
Vijayapura,1,4,Summer,474
Vijayapura,1,5,Summer,524
Vijayapura,1,6,Monsoon,500
Vijayapura,1,7,Monsoon,443
Vijayapura,1,8,Monsoon,483
Vijayapura,1,9,Monsoon,420
Vijayapura,1,10,Post-Monsoon,456
Vijayapura,1,11,Post-Monsoon,395
Vijayapura,1,12,Winter,383
Vijayapura,2,1,Winter,548
Vijayapura,2,2,Winter,589
Vijayapura,2,3,Summer,598
Vijayapura,2,4,Summer,447
Vijayapura,2,5,Summer,449
Vijayapura,2,6,Monsoon,564
Vijayapura,2,7,Monsoon,511
Vijayapura,2,8,Monsoon,541
Vijayapura,2,9,Monsoon,402
Vijayapura,2,10,Post-Monsoon,436
Vijayapura,2,11,Post-Monsoon,466
Vijayapura,2,12,Winter,389
Vijayapura,3,1,Winter,468
Vijayapura,3,2,Winter,578
Vijayapura,3,3,Summer,566
Vijayapura,3,4,Summer,475
Vijayapura,3,5,Summer,415
Vijayapura,3,6,Monsoon,464
Vijayapura,3,7,Monsoon,478
Vijayapura,3,8,Monsoon,484
Vijayapura,3,9,Monsoon,467
Vijayapura,3,10,Post-Monsoon,457
Vijayapura,3,11,Post-Monsoon,436
Vijayapura,3,12,Winter,397
Vijayapura,4,1,Winter,496
Vijayapura,4,2,Winter,495
Vijayapura,4,3,Summer,604
Vijayapura,4,4,Summer,468
Vijayapura,4,5,Summer,415
Vijayapura,4,6,Monsoon,468
Vijayapura,4,7,Monsoon,520
Vijayapura,4,8,Monsoon,461
Vijayapura,4,9,Monsoon,492
Vijayapura,4,10,Post-Monsoon,399
Vijayapura,4,11,Post-Monsoon,425
Vijayapura,4,12,Winter,421
Vijayapura,5,1,Winter,522
Vijayapura,5,2,Winter,560
Vijayapura,5,3,Summer,612
Vijayapura,5,4,Summer,489
Vijayapura,5,5,Summer,467
Vijayapura,5,6,Monsoon,466
Vijayapura,5,7,Monsoon,544
Vijayapura,5,8,Monsoon,493
Vijayapura,5,9,Monsoon,497
Vijayapura,5,10,Post-Monsoon,490
Vijayapura,5,11,Post-Monsoon,373
Vijayapura,5,12,Winter,409
Vijayapura,6,1,Winter,457
Vijayapura,6,2,Winter,431
Vijayapura,6,3,Summer,500
Vijayapura,6,4,Summer,431
Vijayapura,6,5,Summer,414
Vijayapura,6,6,Monsoon,414
Vijayapura,6,7,Monsoon,430
Vijayapura,6,8,Monsoon,411
Vijayapura,6,9,Monsoon,441
Vijayapura,6,10,Post-Monsoon,379
Vijayapura,6,11,Post-Monsoon,329
Vijayapura,6,12,Winter,354
Yadgir,0,1,Winter,229
Yadgir,0,2,Winter,248
Yadgir,0,3,Summer,214
Yadgir,0,4,Summer,239
Yadgir,0,5,Summer,230
Yadgir,0,6,Monsoon,208
Yadgir,0,7,Monsoon,263
Yadgir,0,8,Monsoon,197
Yadgir,0,9,Monsoon,157
Yadgir,0,10,Post-Monsoon,201
Yadgir,0,11,Post-Monsoon,192
Yadgir,0,12,Winter,161
Yadgir,1,1,Winter,249
Yadgir,1,2,Winter,232
Yadgir,1,3,Summer,344
Yadgir,1,4,Summer,346
Yadgir,1,5,Summer,281
Yadgir,1,6,Monsoon,225
Yadgir,1,7,Monsoon,305
Yadgir,1,8,Monsoon,287
Yadgir,1,9,Monsoon,186
Yadgir,1,10,Post-Monsoon,213
Yadgir,1,11,Post-Monsoon,211
Yadgir,1,12,Winter,191
Yadgir,2,1,Winter,225
Yadgir,2,2,Winter,262
Yadgir,2,3,Summer,328
Yadgir,2,4,Summer,350
Yadgir,2,5,Summer,277
Yadgir,2,6,Monsoon,240
Yadgir,2,7,Monsoon,228
Yadgir,2,8,Monsoon,254
Yadgir,2,9,Monsoon,178
Yadgir,2,10,Post-Monsoon,198
Yadgir,2,11,Post-Monsoon,197
Yadgir,2,12,Winter,196
Yadgir,3,1,Winter,242
Yadgir,3,2,Winter,297
Yadgir,3,3,Summer,313
Yadgir,3,4,Summer,344
Yadgir,3,5,Summer,279
Yadgir,3,6,Monsoon,229
Yadgir,3,7,Monsoon,211
Yadgir,3,8,Monsoon,211
Yadgir,3,9,Monsoon,186
Yadgir,3,10,Post-Monsoon,187
Yadgir,3,11,Post-Monsoon,184
Yadgir,3,12,Winter,194
Yadgir,4,1,Winter,207
Yadgir,4,2,Winter,222
Yadgir,4,3,Summer,328
Yadgir,4,4,Summer,293
Yadgir,4,5,Summer,247
Yadgir,4,6,Monsoon,228
Yadgir,4,7,Monsoon,191
Yadgir,4,8,Monsoon,214
Yadgir,4,9,Monsoon,224
Yadgir,4,10,Post-Monsoon,199
Yadgir,4,11,Post-Monsoon,183
Yadgir,4,12,Winter,190
Yadgir,5,1,Winter,261
Yadgir,5,2,Winter,222
Yadgir,5,3,Summer,292
Yadgir,5,4,Summer,338
Yadgir,5,5,Summer,234
Yadgir,5,6,Monsoon,231
Yadgir,5,7,Monsoon,274
Yadgir,5,8,Monsoon,242
Yadgir,5,9,Monsoon,197
Yadgir,5,10,Post-Monsoon,215
Yadgir,5,11,Post-Monsoon,233
Yadgir,5,12,Winter,204
Yadgir,6,1,Winter,193
Yadgir,6,2,Winter,217
Yadgir,6,3,Summer,259
Yadgir,6,4,Summer,274
Yadgir,6,5,Summer,200
Yadgir,6,6,Monsoon,159
Yadgir,6,7,Monsoon,238
Yadgir,6,8,Monsoon,195
Yadgir,6,9,Monsoon,165
Yadgir,6,10,Post-Monsoon,154
Yadgir,6,11,Post-Monsoon,207
Yadgir,6,12,Winter,162
