unit_name,canonical_name,parent_district,kgis_code,count,n_with_coord,mean_lat,mean_lng
Sirsi Rural PS,Uttara Kannada,Uttara Kannada,10,1404,1404,14.626201,74.81629
Sirsi Town PS,Uttara Kannada,Uttara Kannada,10,1064,1064,14.616428,74.827319
UK CEN Crime PS,Uttara Kannada,Uttara Kannada,10,175,175,14.776617,74.248489
UK Women PS,Uttara Kannada,Uttara Kannada,10,144,144,14.839953,74.199499
Yellapura PS,Uttara Kannada,Uttara Kannada,10,2161,2161,14.955078,74.718022
Arasikere PS,Vijayanagara,Vijayanagara,31,1242,1242,14.65987,76.065594
Chigateri PS,Vijayanagara,Vijayanagara,31,587,587,14.778699,76.078318
Chittavadagi PS,Vijayanagara,Vijayanagara,31,453,453,15.145642,76.381478
Gudekote PS,Vijayanagara,Vijayanagara,31,1279,1279,14.81323,76.284455
Hadagali PS,Vijayanagara,Vijayanagara,31,1518,1518,15.02472,75.932035
Hagaribommanahalli PS,Vijayanagara,Vijayanagara,31,1763,1763,15.053732,76.209288
Halavagilu PS,Vijayanagara,Vijayanagara,31,1178,1178,14.704621,75.794591
Hampi Tourism PS,Vijayanagara,Vijayanagara,31,335,335,15.328894,76.458342
Hampi Traffic PS,Vijayanagara,Vijayanagara,31,104,104,15.046287,76.156794
Harapanahalli PS,Vijayanagara,Vijayanagara,31,1906,1906,14.791861,75.981121
Hirehadagali PS,Vijayanagara,Vijayanagara,31,1534,1534,14.924622,75.825073
Hosahalli PS,Vijayanagara,Vijayanagara,31,1722,1722,14.653031,76.465182
Hospet Extention PS,Vijayanagara,Vijayanagara,31,556,556,14.953407,76.062291
Hospet Rural PS,Vijayanagara,Vijayanagara,31,1347,1347,15.275745,76.390836
Hospet Town PS,Vijayanagara,Vijayanagara,31,1538,1538,15.272986,76.387362
Hospet Traffic PS,Vijayanagara,Vijayanagara,31,522,522,14.973304,76.078885
Ittigi PS,Vijayanagara,Vijayanagara,31,1004,1004,14.943947,76.052236
Kamalapur PS,Vijayanagara,Vijayanagara,31,861,861,15.303348,76.479219
Kottur PS,Vijayanagara,Vijayanagara,31,1658,1658,14.825969,76.226283
Kudligi PS,Vijayanagara,Vijayanagara,31,1958,1958,14.906446,76.388489
Mariyammanahalli PS,Vijayanagara,Vijayanagara,31,1534,1534,14.971875,76.195716
T.B. Dam PS,Vijayanagara,Vijayanagara,31,417,417,15.26357,76.342606
T.B. Halli PS,Vijayanagara,Vijayanagara,31,799,799,14.975241,76.053434
APMC PS,Vijayapura,Vijayapura,03,857,857,16.824408,75.830268
Adarsh Nagar PS,Vijayapura,Vijayapura,03,1054,1054,16.85228,75.712228
Alamatti PS,Vijayapura,Vijayapura,03,100,100,16.342874,75.898147
Almel PS,Vijayapura,Vijayapura,03,1335,1335,17.083347,76.228735
Babaleshwar PS,Vijayapura,Vijayapura,03,1655,1655,16.636654,75.577792
Basavan Bagewadi PS,Vijayapura,Vijayapura,03,2627,2627,16.56197,75.974576
Chadachan PS,Vijayapura,Vijayapura,03,1142,1142,17.308107,75.672461
Devara Hipparagi PS,Vijayapura,Vijayapura,03,1511,1511,16.816241,76.079557
Gandhi Chowk PS,Vijayapura,Vijayapura,03,2254,2254,16.828588,75.711483
Golgumbaz PS,Vijayapura,Vijayapura,03,1345,1345,16.825629,75.735671
Hortti PS,Vijayapura,Vijayapura,03,1422,1422,17.101299,75.801928
Indi PS,Vijayapura,Vijayapura,03,1421,1421,17.174777,75.954772
Indi Rural PS,Vijayapura,Vijayapura,03,1726,1726,17.167817,75.985507
Jalanagar PS,Vijayapura,Vijayapura,03,926,926,16.803659,75.726743
Kalkeri PS,Vijayapura,Vijayapura,03,1230,1230,16.686239,76.320164
Kolhar PS,Vijayapura,Vijayapura,03,1137,1137,16.480616,75.697193
Kudagi PS,Vijayapura,Vijayapura,03,401,401,16.507011,75.849894
Managuli PS,Vijayapura,Vijayapura,03,1248,1248,16.664601,75.848779
Muddebihal PS,Vijayapura,Vijayapura,03,1932,1932,16.335221,76.137599
Nidagundi PS,Vijayapura,Vijayapura,03,1317,1317,16.370642,75.923505
Sindagi PS,Vijayapura,Vijayapura,03,2621,2621,16.922506,76.244836
Talikot PS,Vijayapura,Vijayapura,03,1850,1850,16.481204,76.303778
Tikota PS,Vijayapura,Vijayapura,03,1354,1354,16.859237,75.507831
Vijayapura CEN Crime PS,Vijayapura,Vijayapura,03,222,222,16.823862,75.83017
Vijayapura Rural PS,Vijayapura,Vijayapura,03,2918,2918,16.842222,75.897578
Vijayapura Traffic PS,Vijayapura,Vijayapura,03,1663,1663,16.803742,75.789454
Vijayapura Women PS,Vijayapura,Vijayapura,03,876,876,16.817985,75.723414
Zalaki PS,Vijayapura,Vijayapura,03,1364,1364,17.266395,75.810016
Bheemarayanagudi PS,Yadgir,Yadgir,30,1014,1014,16.730686,76.806254
Gogi PS,Yadgir,Yadgir,30,1095,1095,16.706552,76.727569
Gurumitkal PS,Yadgir,Yadgir,30,1792,1792,16.860667,77.383772
Hunasagi PS,Yadgir,Yadgir,30,1115,1115,16.455536,76.528892
Kembhavi PS,Yadgir,Yadgir,30,1582,1582,16.644792,76.53525
Kodekal PS,Yadgir,Yadgir,30,887,887,16.35541,76.422004
Narayanapura PS,Yadgir,Yadgir,30,515,515,16.262769,76.369427
Saidapur PS,Yadgir,Yadgir,30,1351,1351,16.58076,77.261462
Shahapur  PS,Yadgir,Yadgir,30,2712,2712,16.693449,76.847995
Shorapur PS,Yadgir,Yadgir,30,2225,2225,16.519333,76.755591
Wadigere PS,Yadgir,Yadgir,30,1230,1230,16.575311,76.814315
Yadgiri CEN Crime PS,Yadgir,Yadgir,30,65,65,16.769854,77.108168
Yadgiri Rural PS,Yadgir,Yadgir,30,1644,1644,16.743636,77.141716
Yadgiri Town PS,Yadgir,Yadgir,30,1390,1390,16.768281,77.136757
Yadgiri Traffic PS,Yadgir,Yadgir,30,563,563,16.689023,77.049926
Yadgiri Women PS,Yadgir,Yadgir,30,331,331,16.755671,77.130529
