lat,lng,time_bucket,major_head,year,count
15.72,75.38,Night,BURGLARY - NIGHT,2023,1
15.72,75.45,Daytime,BURGLARY - DAY,2019,1
15.72,76.04,Night,BURGLARY - NIGHT,2022,1
15.73,74.41,Night,BURGLARY - NIGHT,2022,1
15.73,74.56,Night,BURGLARY - NIGHT,2019,1
15.73,74.59,Night,BURGLARY - NIGHT,2023,1
15.73,75.03,Night,BURGLARY - NIGHT,2022,1
15.73,75.14,Night,BURGLARY - NIGHT,2023,1
15.73,75.39,Night,BURGLARY - NIGHT,2020,2
15.73,75.86,Night,BURGLARY - NIGHT,2019,1
15.73,75.87,Night,BURGLARY - NIGHT,2021,1
15.73,75.96,Daytime,BURGLARY - DAY,2020,1
15.73,75.96,Night,BURGLARY - NIGHT,2021,1
15.73,75.96,Night,BURGLARY - NIGHT,2022,1
15.73,75.97,Daytime,BURGLARY - DAY,2021,1
15.73,75.97,Night,BURGLARY - NIGHT,2022,1
15.73,76.02,Night,BURGLARY - NIGHT,2019,1
15.73,76.19,Daytime,BURGLARY - DAY,2024,1
15.73,76.33,Night,BURGLARY - NIGHT,2021,1
15.73,76.54,Night,BURGLARY - NIGHT,2024,1
15.74,74.36,Night,BURGLARY - NIGHT,2019,1
15.74,74.44,Daytime,BURGLARY - DAY,2019,1
15.74,74.44,Night,BURGLARY - NIGHT,2019,1
15.74,74.88,Daytime,BURGLARY - DAY,2021,1
15.74,75.03,Night,BURGLARY - NIGHT,2023,1
15.74,75.23,Night,BURGLARY - NIGHT,2023,1
15.74,75.94,Night,BURGLARY - NIGHT,2023,1
15.74,75.96,Night,BURGLARY - NIGHT,2023,1
15.74,76.2,Night,BURGLARY - NIGHT,2022,1
15.75,74.25,Night,BURGLARY - NIGHT,2024,1
15.75,74.49,Night,BURGLARY - NIGHT,2022,1
15.75,74.88,Night,BURGLARY - NIGHT,2019,1
15.75,75.03,Night,BURGLARY - NIGHT,2019,1
15.75,75.14,Night,BURGLARY - NIGHT,2020,1
15.75,75.14,Night,BURGLARY - NIGHT,2022,1
15.75,75.17,Night,BURGLARY - NIGHT,2019,1
15.75,75.75,Daytime,BURGLARY - DAY,2019,1
15.75,75.88,Night,BURGLARY - NIGHT,2022,1
15.75,76.19,Daytime,BURGLARY - DAY,2019,3
15.75,76.19,Daytime,BURGLARY - DAY,2021,3
15.75,76.19,Daytime,BURGLARY - DAY,2022,3
15.75,76.19,Daytime,BURGLARY - DAY,2024,1
15.75,76.19,Night,BURGLARY - NIGHT,2019,1
15.75,76.19,Night,BURGLARY - NIGHT,2020,2
15.75,76.19,Night,BURGLARY - NIGHT,2021,1
15.75,76.19,Night,BURGLARY - NIGHT,2023,1
15.75,76.2,Daytime,BURGLARY - DAY,2023,1
15.76,74.36,Night,BURGLARY - NIGHT,2019,1
15.76,74.44,Night,BURGLARY - NIGHT,2019,1
15.76,74.46,Night,BURGLARY - NIGHT,2022,2
15.76,74.59,Night,BURGLARY - NIGHT,2023,1
15.76,75.11,Night,BURGLARY - NIGHT,2021,1
15.76,75.13,Night,BURGLARY - NIGHT,2023,1
15.76,75.15,Night,BURGLARY - NIGHT,2024,2
15.76,75.88,Night,BURGLARY - NIGHT,2020,1
15.76,75.96,Daytime,BURGLARY - DAY,2021,1
15.76,76.19,Night,BURGLARY - NIGHT,2019,2
15.76,76.19,Night,BURGLARY - NIGHT,2021,1
15.76,76.19,Night,BURGLARY - NIGHT,2023,3
15.76,76.19,Night,BURGLARY - NIGHT,2024,2
15.76,76.28,Night,BURGLARY - NIGHT,2022,1
15.76,76.4,Night,BURGLARY - NIGHT,2020,1
15.76,76.41,Night,BURGLARY - NIGHT,2020,1
15.76,76.51,Night,BURGLARY - NIGHT,2019,1
15.76,76.52,Night,BURGLARY - NIGHT,2022,1
15.76,76.75,Night,BURGLARY - NIGHT,2019,1
15.76,76.76,Night,BURGLARY - NIGHT,2020,1
15.77,74.46,Night,BURGLARY - NIGHT,2019,1
15.77,74.49,Daytime,BURGLARY - DAY,2020,1
15.77,74.49,Night,BURGLARY - NIGHT,2019,1
15.77,74.65,Night,BURGLARY - NIGHT,2021,1
15.77,74.68,Night,BURGLARY - NIGHT,2019,1
15.77,74.68,Night,BURGLARY - NIGHT,2020,1
15.77,74.68,Night,BURGLARY - NIGHT,2021,1
15.77,74.69,Night,BURGLARY - NIGHT,2019,1
15.77,74.87,Night,BURGLARY - NIGHT,2021,1
15.77,75.1,Daytime,BURGLARY - DAY,2022,1
15.77,75.1,Night,BURGLARY - NIGHT,2021,1
15.77,75.11,Daytime,BURGLARY - DAY,2023,1
15.77,75.11,Night,BURGLARY - NIGHT,2021,1
15.77,75.11,Night,BURGLARY - NIGHT,2022,1
15.77,75.11,Night,BURGLARY - NIGHT,2023,3
15.77,75.12,Night,BURGLARY - NIGHT,2019,2
15.77,75.12,Night,BURGLARY - NIGHT,2021,1
15.77,75.12,Night,BURGLARY - NIGHT,2023,2
15.77,75.14,Daytime,BURGLARY - DAY,2023,1
15.77,76.4,Daytime,BURGLARY - DAY,2019,2
15.77,76.4,Night,BURGLARY - NIGHT,2023,1
15.77,76.75,Daytime,BURGLARY - DAY,2019,1
15.77,76.75,Night,BURGLARY - NIGHT,2019,1
15.77,76.76,Daytime,BURGLARY - DAY,2020,1
15.77,76.76,Night,BURGLARY - NIGHT,2019,2
15.77,76.77,Night,BURGLARY - NIGHT,2023,1
15.77,76.91,Night,BURGLARY - NIGHT,2023,1
15.78,74.48,Night,BURGLARY - NIGHT,2022,1
15.78,74.52,Night,BURGLARY - NIGHT,2019,1
15.78,74.52,Night,BURGLARY - NIGHT,2021,1
15.78,74.52,Night,BURGLARY - NIGHT,2022,2
15.78,74.52,Night,BURGLARY - NIGHT,2023,1
15.78,74.54,Night,BURGLARY - NIGHT,2020,1
15.78,74.65,Daytime,BURGLARY - DAY,2019,1
15.78,74.65,Daytime,BURGLARY - DAY,2023,1
15.78,74.88,Daytime,BURGLARY - DAY,2019,1
15.78,75.59,Night,BURGLARY - NIGHT,2022,1
15.78,76.4,Daytime,BURGLARY - DAY,2021,1
15.79,74.47,Daytime,BURGLARY - DAY,2023,1
15.79,74.47,Night,BURGLARY - NIGHT,2023,2
15.79,74.48,Daytime,BURGLARY - DAY,2019,2
15.79,74.48,Night,BURGLARY - NIGHT,2023,1
15.79,74.49,Night,BURGLARY - NIGHT,2023,1
15.79,74.53,Daytime,BURGLARY - DAY,2020,1
15.79,74.54,Night,BURGLARY - NIGHT,2020,1
15.79,74.61,Night,BURGLARY - NIGHT,2022,1
15.79,74.64,Night,BURGLARY - NIGHT,2021,1
15.79,74.87,Night,BURGLARY - NIGHT,2019,1
15.79,74.88,Night,BURGLARY - NIGHT,2021,1
15.79,75.19,Night,BURGLARY - NIGHT,2023,1
15.79,76.56,Night,BURGLARY - NIGHT,2021,1
15.79,76.77,Daytime,BURGLARY - DAY,2023,1
15.79,77.03,Night,BURGLARY - NIGHT,2021,1
15.8,74.46,Daytime,BURGLARY - DAY,2023,1
15.8,74.47,Night,BURGLARY - NIGHT,2021,1
15.8,74.47,Night,BURGLARY - NIGHT,2022,2
15.8,74.48,Daytime,BURGLARY - DAY,2021,1
15.8,74.48,Night,BURGLARY - NIGHT,2019,1
15.8,74.48,Night,BURGLARY - NIGHT,2020,1
15.8,74.48,Night,BURGLARY - NIGHT,2022,1
15.8,74.72,Night,BURGLARY - NIGHT,2021,1
15.8,74.76,Night,BURGLARY - NIGHT,2019,1
15.8,74.76,Night,BURGLARY - NIGHT,2022,1
15.8,74.78,Night,BURGLARY - NIGHT,2021,1
15.8,74.8,Night,BURGLARY - NIGHT,2022,1
15.8,74.85,Daytime,BURGLARY - DAY,2021,1
15.8,74.85,Night,BURGLARY - NIGHT,2023,1
15.8,74.86,Night,BURGLARY - NIGHT,2019,1
15.8,75.85,Night,BURGLARY - NIGHT,2019,1
15.8,75.86,Night,BURGLARY - NIGHT,2021,1
15.8,76.17,Daytime,BURGLARY - DAY,2022,1
15.81,74.39,Night,BURGLARY - NIGHT,2023,1
15.81,74.4,Daytime,BURGLARY - DAY,2023,1
15.81,74.48,Daytime,BURGLARY - DAY,2019,1
15.81,74.49,Daytime,BURGLARY - DAY,2020,1
15.81,74.49,Night,BURGLARY - NIGHT,2019,2
15.81,74.49,Night,BURGLARY - NIGHT,2022,1
15.81,74.49,Night,BURGLARY - NIGHT,2023,2
15.81,74.5,Night,BURGLARY - NIGHT,2022,1
15.81,74.5,Night,BURGLARY - NIGHT,2023,1
15.81,74.5,Night,BURGLARY - NIGHT,2024,1
15.81,74.56,Night,BURGLARY - NIGHT,2023,1
15.81,74.58,Night,BURGLARY - NIGHT,2020,1
15.81,74.61,Night,BURGLARY - NIGHT,2021,1
15.81,74.75,Night,BURGLARY - NIGHT,2021,1
15.81,74.85,Daytime,BURGLARY - DAY,2019,2
15.81,74.85,Night,BURGLARY - NIGHT,2020,1
15.81,74.85,Night,BURGLARY - NIGHT,2021,4
15.81,74.86,Night,BURGLARY - NIGHT,2019,3
15.81,74.86,Night,BURGLARY - NIGHT,2020,2
15.81,74.86,Night,BURGLARY - NIGHT,2021,1
15.81,75.43,Night,BURGLARY - NIGHT,2021,1
15.81,75.65,Daytime,BURGLARY - DAY,2020,1
15.82,74.48,Night,BURGLARY - NIGHT,2023,1
15.82,74.49,Daytime,BURGLARY - DAY,2021,1
15.82,74.49,Night,BURGLARY - NIGHT,2019,1
15.82,74.49,Night,BURGLARY - NIGHT,2020,1
15.82,74.49,Night,BURGLARY - NIGHT,2024,2
15.82,74.5,Daytime,BURGLARY - DAY,2019,1
15.82,74.5,Daytime,BURGLARY - DAY,2023,1
15.82,74.5,Night,BURGLARY - NIGHT,2019,2
15.82,74.5,Night,BURGLARY - NIGHT,2020,1
15.82,74.5,Night,BURGLARY - NIGHT,2023,1
15.82,74.51,Night,BURGLARY - NIGHT,2022,1
15.82,74.51,Night,BURGLARY - NIGHT,2023,2
15.82,74.52,Daytime,BURGLARY - DAY,2021,1
15.82,74.52,Night,BURGLARY - NIGHT,2019,1
15.82,74.52,Night,BURGLARY - NIGHT,2021,1
15.82,74.52,Night,BURGLARY - NIGHT,2023,3
15.82,74.52,Night,BURGLARY - NIGHT,2024,1
15.82,74.56,Daytime,BURGLARY - DAY,2021,1
15.82,74.56,Night,BURGLARY - NIGHT,2019,1
15.82,74.6,Night,BURGLARY - NIGHT,2019,1
15.82,74.6,Night,BURGLARY - NIGHT,2022,1
15.82,74.61,Night,BURGLARY - NIGHT,2021,1
15.82,74.81,Night,BURGLARY - NIGHT,2021,1
15.82,74.85,Daytime,BURGLARY - DAY,2023,1
15.82,74.85,Night,BURGLARY - NIGHT,2019,1
15.82,74.85,Night,BURGLARY - NIGHT,2020,1
15.82,74.85,Night,BURGLARY - NIGHT,2021,1
15.82,74.85,Night,BURGLARY - NIGHT,2023,1
15.82,74.85,Night,BURGLARY - NIGHT,2024,1
15.82,74.86,Daytime,BURGLARY - DAY,2021,3
15.82,74.86,Night,BURGLARY - NIGHT,2019,1
15.82,74.86,Night,BURGLARY - NIGHT,2020,1
15.82,74.86,Night,BURGLARY - NIGHT,2021,3
15.82,74.86,Night,BURGLARY - NIGHT,2023,2
15.82,74.87,Daytime,BURGLARY - DAY,2022,2
15.82,74.87,Night,BURGLARY - NIGHT,2023,1
15.82,75.11,Night,BURGLARY - NIGHT,2023,1
15.82,75.64,Night,BURGLARY - NIGHT,2022,1
15.82,75.94,Night,BURGLARY - NIGHT,2019,1
15.82,76.07,Daytime,BURGLARY - DAY,2022,1
15.82,76.09,Night,BURGLARY - NIGHT,2022,1
15.82,76.72,Night,BURGLARY - NIGHT,2020,1
15.82,76.88,Night,BURGLARY - NIGHT,2019,1
15.83,74.39,Night,BURGLARY - NIGHT,2022,1
15.83,74.44,Daytime,BURGLARY - DAY,2019,1
15.83,74.45,Daytime,BURGLARY - DAY,2019,1
15.83,74.45,Daytime,BURGLARY - DAY,2021,1
15.83,74.46,Night,BURGLARY - NIGHT,2022,1
15.83,74.48,Daytime,BURGLARY - DAY,2019,2
15.83,74.48,Daytime,BURGLARY - DAY,2021,1
15.83,74.48,Night,BURGLARY - NIGHT,2019,1
15.83,74.48,Night,BURGLARY - NIGHT,2021,1
15.83,74.48,Night,BURGLARY - NIGHT,2022,2
15.83,74.48,Night,BURGLARY - NIGHT,2023,1
15.83,74.48,Night,BURGLARY - NIGHT,2024,1
15.83,74.49,Night,BURGLARY - NIGHT,2019,3
15.83,74.49,Night,BURGLARY - NIGHT,2022,3
15.83,74.49,Night,BURGLARY - NIGHT,2023,1
15.83,74.5,Daytime,BURGLARY - DAY,2019,2
15.83,74.5,Night,BURGLARY - NIGHT,2019,1
15.83,74.5,Night,BURGLARY - NIGHT,2020,1
15.83,74.5,Night,BURGLARY - NIGHT,2022,4
15.83,74.51,Night,BURGLARY - NIGHT,2019,2
15.83,74.51,Night,BURGLARY - NIGHT,2021,1
15.83,74.51,Night,BURGLARY - NIGHT,2022,1
15.83,74.51,Night,BURGLARY - NIGHT,2023,2
15.83,74.51,Night,BURGLARY - NIGHT,2024,2
15.83,74.52,Daytime,BURGLARY - DAY,2019,1
15.83,74.52,Daytime,BURGLARY - DAY,2022,2
15.83,74.52,Night,BURGLARY - NIGHT,2019,2
15.83,74.52,Night,BURGLARY - NIGHT,2021,2
15.83,74.53,Daytime,BURGLARY - DAY,2019,1
15.83,74.53,Daytime,BURGLARY - DAY,2022,1
15.83,74.53,Night,BURGLARY - NIGHT,2019,1
15.83,74.53,Night,BURGLARY - NIGHT,2021,1
15.83,74.54,Night,BURGLARY - NIGHT,2022,1
15.83,74.57,Night,BURGLARY - NIGHT,2022,2
15.83,74.86,Daytime,BURGLARY - DAY,2023,1
15.83,75.38,Night,BURGLARY - NIGHT,2021,1
15.83,76.18,Night,BURGLARY - NIGHT,2020,1
15.83,76.59,Night,BURGLARY - NIGHT,2019,1
15.83,76.74,Daytime,BURGLARY - DAY,2021,1
15.84,74.49,Night,BURGLARY - NIGHT,2024,1
15.84,74.5,Daytime,BURGLARY - DAY,2019,1
15.84,74.5,Daytime,BURGLARY - DAY,2022,1
15.84,74.5,Night,BURGLARY - NIGHT,2022,5
15.84,74.5,Night,BURGLARY - NIGHT,2023,3
15.84,74.51,Daytime,BURGLARY - DAY,2021,2
15.84,74.51,Daytime,BURGLARY - DAY,2022,1
15.84,74.51,Night,BURGLARY - NIGHT,2019,1
15.84,74.51,Night,BURGLARY - NIGHT,2020,2
15.84,74.51,Night,BURGLARY - NIGHT,2021,1
15.84,74.51,Night,BURGLARY - NIGHT,2024,2
15.84,74.52,Daytime,BURGLARY - DAY,2022,1
15.84,74.52,Night,BURGLARY - NIGHT,2019,2
15.84,74.52,Night,BURGLARY - NIGHT,2021,1
15.84,74.52,Night,BURGLARY - NIGHT,2022,3
15.84,74.52,Night,BURGLARY - NIGHT,2023,2
15.84,74.53,Night,BURGLARY - NIGHT,2019,1
15.84,74.53,Night,BURGLARY - NIGHT,2021,2
15.84,74.57,Daytime,BURGLARY - DAY,2019,1
15.84,74.58,Night,BURGLARY - NIGHT,2022,1
15.84,74.58,Night,BURGLARY - NIGHT,2023,1
15.84,74.6,Night,BURGLARY - NIGHT,2022,1
15.84,74.78,Night,BURGLARY - NIGHT,2023,2
15.84,74.8,Night,BURGLARY - NIGHT,2023,1
15.84,75.05,Night,BURGLARY - NIGHT,2023,1
15.84,75.75,Night,BURGLARY - NIGHT,2023,1
15.84,76.01,Night,BURGLARY - NIGHT,2019,1
15.84,76.73,Night,BURGLARY - NIGHT,2019,1
15.84,76.73,Night,BURGLARY - NIGHT,2023,1
15.85,74.47,Daytime,BURGLARY - DAY,2021,1
15.85,74.48,Night,BURGLARY - NIGHT,2023,1
15.85,74.5,Night,BURGLARY - NIGHT,2021,1
15.85,74.5,Night,BURGLARY - NIGHT,2022,2
15.85,74.51,Daytime,BURGLARY - DAY,2019,1
15.85,74.51,Daytime,BURGLARY - DAY,2022,1
15.85,74.51,Daytime,BURGLARY - DAY,2023,3
15.85,74.51,Night,BURGLARY - NIGHT,2019,2
15.85,74.51,Night,BURGLARY - NIGHT,2021,1
15.85,74.51,Night,BURGLARY - NIGHT,2022,2
15.85,74.52,Night,BURGLARY - NIGHT,2019,1
15.85,74.52,Night,BURGLARY - NIGHT,2021,2
15.85,74.52,Night,BURGLARY - NIGHT,2022,2
15.85,74.52,Night,BURGLARY - NIGHT,2023,1
15.85,74.53,Night,BURGLARY - NIGHT,2023,1
15.85,74.54,Night,BURGLARY - NIGHT,2019,2
15.85,74.57,Night,BURGLARY - NIGHT,2023,1
15.85,74.58,Daytime,BURGLARY - DAY,2019,2
15.85,74.58,Daytime,BURGLARY - DAY,2020,1
15.85,74.58,Daytime,BURGLARY - DAY,2021,2
15.85,74.58,Night,BURGLARY - NIGHT,2021,1
15.85,75.11,Night,BURGLARY - NIGHT,2020,1
15.85,75.12,Night,BURGLARY - NIGHT,2022,1
15.85,75.12,Night,BURGLARY - NIGHT,2023,1
15.85,75.43,Night,BURGLARY - NIGHT,2019,1
15.85,75.56,Daytime,BURGLARY - DAY,2022,1
15.85,75.75,Night,BURGLARY - NIGHT,2023,1
15.85,76.44,Night,BURGLARY - NIGHT,2022,1
15.85,76.67,Daytime,BURGLARY - DAY,2019,1
15.86,74.46,Night,BURGLARY - NIGHT,2023,1
15.86,74.47,Night,BURGLARY - NIGHT,2019,1
15.86,74.47,Night,BURGLARY - NIGHT,2023,1
15.86,74.48,Daytime,BURGLARY - DAY,2019,1
15.86,74.48,Daytime,BURGLARY - DAY,2022,1
15.86,74.48,Night,BURGLARY - NIGHT,2020,1
15.86,74.48,Night,BURGLARY - NIGHT,2021,1
15.86,74.48,Night,BURGLARY - NIGHT,2022,1
15.86,74.48,Night,BURGLARY - NIGHT,2023,3
15.86,74.49,Night,BURGLARY - NIGHT,2019,1
15.86,74.49,Night,BURGLARY - NIGHT,2020,1
15.86,74.49,Night,BURGLARY - NIGHT,2021,1
15.86,74.5,Daytime,BURGLARY - DAY,2023,1
15.86,74.51,Daytime,BURGLARY - DAY,2021,1
15.86,74.51,Night,BURGLARY - NIGHT,2019,4
15.86,74.51,Night,BURGLARY - NIGHT,2021,1
15.86,74.51,Night,BURGLARY - NIGHT,2022,1
15.86,74.51,Night,BURGLARY - NIGHT,2023,2
15.86,74.51,Night,BURGLARY - NIGHT,2024,1
15.86,74.52,Daytime,BURGLARY - DAY,2022,1
15.86,74.52,Night,BURGLARY - NIGHT,2019,2
15.86,74.52,Night,BURGLARY - NIGHT,2020,2
15.86,74.52,Night,BURGLARY - NIGHT,2021,4
15.86,74.52,Night,BURGLARY - NIGHT,2022,1
15.86,74.52,Night,BURGLARY - NIGHT,2023,4
15.86,74.53,Daytime,BURGLARY - DAY,2019,1
15.86,74.53,Daytime,BURGLARY - DAY,2021,1
15.86,74.53,Night,BURGLARY - NIGHT,2019,1
15.86,74.53,Night,BURGLARY - NIGHT,2021,4
15.86,74.53,Night,BURGLARY - NIGHT,2023,1
15.86,74.53,Night,BURGLARY - NIGHT,2024,1
15.86,74.54,Night,BURGLARY - NIGHT,2019,1
15.86,74.54,Night,BURGLARY - NIGHT,2020,1
15.86,74.54,Night,BURGLARY - NIGHT,2023,1
15.86,74.58,Daytime,BURGLARY - DAY,2019,2
15.86,74.58,Daytime,BURGLARY - DAY,2021,1
15.86,74.58,Night,BURGLARY - NIGHT,2019,1
15.86,74.58,Night,BURGLARY - NIGHT,2020,1
15.86,74.58,Night,BURGLARY - NIGHT,2023,1
15.86,74.58,Night,BURGLARY - NIGHT,2024,1
15.86,74.59,Night,BURGLARY - NIGHT,2019,1
15.86,74.94,Night,BURGLARY - NIGHT,2021,1
15.86,75.12,Daytime,BURGLARY - DAY,2024,1
15.86,75.26,Night,BURGLARY - NIGHT,2021,1
15.86,75.49,Night,BURGLARY - NIGHT,2023,1
15.86,75.5,Night,BURGLARY - NIGHT,2022,1
15.86,76.11,Daytime,BURGLARY - DAY,2022,1
15.86,76.2,Night,BURGLARY - NIGHT,2019,1
15.87,74.47,Daytime,BURGLARY - DAY,2022,1
15.87,74.47,Night,BURGLARY - NIGHT,2019,1
15.87,74.48,Daytime,BURGLARY - DAY,2019,2
15.87,74.48,Daytime,BURGLARY - DAY,2020,3
15.87,74.48,Daytime,BURGLARY - DAY,2022,1
15.87,74.48,Night,BURGLARY - NIGHT,2019,1
15.87,74.48,Night,BURGLARY - NIGHT,2020,1
15.87,74.48,Night,BURGLARY - NIGHT,2021,4
15.87,74.48,Night,BURGLARY - NIGHT,2023,6
15.87,74.49,Daytime,BURGLARY - DAY,2019,1
15.87,74.49,Daytime,BURGLARY - DAY,2021,1
15.87,74.49,Night,BURGLARY - NIGHT,2019,4
15.87,74.49,Night,BURGLARY - NIGHT,2020,1
15.87,74.49,Night,BURGLARY - NIGHT,2021,1
15.87,74.51,Daytime,BURGLARY - DAY,2021,1
15.87,74.51,Night,BURGLARY - NIGHT,2019,1
15.87,74.51,Night,BURGLARY - NIGHT,2021,3
15.87,74.51,Night,BURGLARY - NIGHT,2022,3
15.87,74.51,Night,BURGLARY - NIGHT,2023,1
15.87,74.51,Night,BURGLARY - NIGHT,2024,1
15.87,74.52,Night,BURGLARY - NIGHT,2019,3
15.87,74.52,Night,BURGLARY - NIGHT,2021,2
15.87,74.52,Night,BURGLARY - NIGHT,2023,2
15.87,74.53,Daytime,BURGLARY - DAY,2022,1
15.87,74.53,Night,BURGLARY - NIGHT,2019,3
15.87,74.53,Night,BURGLARY - NIGHT,2021,2
15.87,74.53,Night,BURGLARY - NIGHT,2022,1
15.87,74.54,Night,BURGLARY - NIGHT,2023,1
15.87,74.59,Night,BURGLARY - NIGHT,2022,1
15.87,74.6,Daytime,BURGLARY - DAY,2022,1
15.87,74.61,Daytime,BURGLARY - DAY,2021,1
15.87,74.61,Night,BURGLARY - NIGHT,2022,1
15.87,74.61,Night,BURGLARY - NIGHT,2023,1
15.87,74.62,Night,BURGLARY - NIGHT,2021,1
15.87,74.62,Night,BURGLARY - NIGHT,2022,1
15.87,74.63,Daytime,BURGLARY - DAY,2021,1
15.87,74.63,Daytime,BURGLARY - DAY,2022,1
15.87,74.65,Daytime,BURGLARY - DAY,2019,1
15.87,75.95,Night,BURGLARY - NIGHT,2020,1
15.87,76.04,Night,BURGLARY - NIGHT,2020,1
15.87,76.04,Night,BURGLARY - NIGHT,2021,1
15.87,76.05,Night,BURGLARY - NIGHT,2021,1
15.87,76.31,Night,BURGLARY - NIGHT,2021,1
15.87,76.39,Night,BURGLARY - NIGHT,2022,1
15.88,74.41,Daytime,BURGLARY - DAY,2019,1
15.88,74.42,Daytime,BURGLARY - DAY,2022,1
15.88,74.42,Night,BURGLARY - NIGHT,2023,1
15.88,74.43,Daytime,BURGLARY - DAY,2019,1
15.88,74.45,Daytime,BURGLARY - DAY,2020,1
15.88,74.46,Night,BURGLARY - NIGHT,2019,1
15.88,74.47,Daytime,BURGLARY - DAY,2019,1
15.88,74.47,Night,BURGLARY - NIGHT,2021,1
15.88,74.48,Daytime,BURGLARY - DAY,2019,3
15.88,74.48,Night,BURGLARY - NIGHT,2021,1
15.88,74.48,Night,BURGLARY - NIGHT,2022,3
15.88,74.48,Night,BURGLARY - NIGHT,2023,1
15.88,74.49,Daytime,BURGLARY - DAY,2019,2
15.88,74.49,Daytime,BURGLARY - DAY,2022,1
15.88,74.49,Night,BURGLARY - NIGHT,2019,5
15.88,74.49,Night,BURGLARY - NIGHT,2020,1
15.88,74.49,Night,BURGLARY - NIGHT,2021,6
15.88,74.49,Night,BURGLARY - NIGHT,2022,1
15.88,74.5,Daytime,BURGLARY - DAY,2019,2
15.88,74.5,Night,BURGLARY - NIGHT,2019,2
15.88,74.5,Night,BURGLARY - NIGHT,2020,1
15.88,74.5,Night,BURGLARY - NIGHT,2021,1
15.88,74.5,Night,BURGLARY - NIGHT,2022,1
15.88,74.5,Night,BURGLARY - NIGHT,2023,2
15.88,74.5,Night,BURGLARY - NIGHT,2024,2
15.88,74.51,Daytime,BURGLARY - DAY,2020,1
15.88,74.51,Daytime,BURGLARY - DAY,2022,2
15.88,74.51,Daytime,BURGLARY - DAY,2023,1
15.88,74.51,Night,BURGLARY - NIGHT,2019,3
15.88,74.51,Night,BURGLARY - NIGHT,2021,6
15.88,74.51,Night,BURGLARY - NIGHT,2022,1
15.88,74.52,Daytime,BURGLARY - DAY,2021,1
15.88,74.52,Night,BURGLARY - NIGHT,2019,4
15.88,74.52,Night,BURGLARY - NIGHT,2021,1
15.88,74.52,Night,BURGLARY - NIGHT,2022,2
15.88,74.52,Night,BURGLARY - NIGHT,2023,3
15.88,74.53,Daytime,BURGLARY - DAY,2019,3
15.88,74.53,Night,BURGLARY - NIGHT,2019,1
15.88,74.53,Night,BURGLARY - NIGHT,2020,1
15.88,74.53,Night,BURGLARY - NIGHT,2021,3
15.88,74.53,Night,BURGLARY - NIGHT,2022,1
15.88,74.53,Night,BURGLARY - NIGHT,2023,1
15.88,74.53,Night,BURGLARY - NIGHT,2024,1
15.88,74.54,Daytime,BURGLARY - DAY,2019,1
15.88,74.54,Night,BURGLARY - NIGHT,2019,1
15.88,74.54,Night,BURGLARY - NIGHT,2020,1
15.88,74.54,Night,BURGLARY - NIGHT,2022,1
15.88,74.54,Night,BURGLARY - NIGHT,2023,1
15.88,74.54,Night,BURGLARY - NIGHT,2024,1
15.88,74.63,Night,BURGLARY - NIGHT,2023,1
15.88,74.64,Night,BURGLARY - NIGHT,2022,4
15.88,74.64,Night,BURGLARY - NIGHT,2023,2
15.88,74.65,Night,BURGLARY - NIGHT,2023,1
15.88,74.68,Daytime,BURGLARY - DAY,2023,1
15.88,75.13,Daytime,BURGLARY - DAY,2020,1
15.88,76.31,Night,BURGLARY - NIGHT,2022,1
15.89,74.43,Daytime,BURGLARY - DAY,2019,1
15.89,74.43,Night,BURGLARY - NIGHT,2023,1
15.89,74.46,Daytime,BURGLARY - DAY,2019,1
15.89,74.46,Night,BURGLARY - NIGHT,2019,1
15.89,74.48,Daytime,BURGLARY - DAY,2019,1
15.89,74.48,Night,BURGLARY - NIGHT,2019,1
15.89,74.48,Night,BURGLARY - NIGHT,2023,1
15.89,74.49,Daytime,BURGLARY - DAY,2023,1
15.89,74.5,Night,BURGLARY - NIGHT,2020,1
15.89,74.51,Daytime,BURGLARY - DAY,2020,1
15.89,74.51,Daytime,BURGLARY - DAY,2024,2
15.89,74.51,Night,BURGLARY - NIGHT,2019,1
15.89,74.51,Night,BURGLARY - NIGHT,2021,2
15.89,74.51,Night,BURGLARY - NIGHT,2022,2
15.89,74.51,Night,BURGLARY - NIGHT,2023,3
15.89,74.51,Night,BURGLARY - NIGHT,2024,1
15.89,74.52,Daytime,BURGLARY - DAY,2021,1
15.89,74.52,Night,BURGLARY - NIGHT,2019,1
15.89,74.52,Night,BURGLARY - NIGHT,2021,1
15.89,74.52,Night,BURGLARY - NIGHT,2022,3
15.89,74.52,Night,BURGLARY - NIGHT,2023,6
15.89,74.53,Night,BURGLARY - NIGHT,2019,1
15.89,74.54,Night,BURGLARY - NIGHT,2022,2
15.89,74.54,Night,BURGLARY - NIGHT,2023,1
15.89,74.55,Daytime,BURGLARY - DAY,2019,2
15.89,74.55,Daytime,BURGLARY - DAY,2020,1
15.89,74.55,Night,BURGLARY - NIGHT,2020,1
15.89,74.55,Night,BURGLARY - NIGHT,2021,2
15.89,74.55,Night,BURGLARY - NIGHT,2023,1
15.89,74.56,Night,BURGLARY - NIGHT,2019,1
15.89,74.56,Night,BURGLARY - NIGHT,2021,2
15.89,74.56,Night,BURGLARY - NIGHT,2022,1
15.89,74.79,Night,BURGLARY - NIGHT,2021,1
15.89,74.93,Night,BURGLARY - NIGHT,2021,1
